date,tech,health,finance,energy,consumer
2016-02-22,-0.00284099,0.00482403,0.00588285,-0.00168549,-0.00757734
2016-02-23,-0.00659967,0.00256034,0.00907438,-0.01837955,-0.00581589
2016-02-24,0.00148373,-0.00027701,0.00460699,-0.01906097,-0.00606727
2016-02-25,0.00935767,0.00565716,0.01450965,0.0053064,0.00350685
2016-02-26,-0.01419001,0.00774075,-0.01599764,0.00179103,0.01136605
2016-02-29,0.01039496,-0.01946003,0.00507579,-0.02480245,-0.00693101
2016-03-01,0.00402219,-0.0069531,0.00280387,0.00543417,0.00295573
2016-03-02,0.0201786,0.0038197,-0.00081251,0.01008425,-0.00119934
2016-03-03,0.01797556,-0.00149495,-0.00744408,0.00086211,0.01980528
2016-03-04,0.00905467,0.00784913,0.00581449,0.00917542,-0.00664882
2016-03-07,-0.0047377,-0.01517869,-0.01480637,0.00389811,-0.00266455
2016-03-08,0.00606401,0.00081389,0.0021574,-0.00108696,-0.0049712
2016-03-09,0.00404605,0.00819872,0.00183,-0.01953245,-0.01380749
2016-03-10,-0.01364278,0.00067,-0.01974972,0.00746511,-0.01097078
2016-03-11,-0.00856953,0.00638811,0.01541031,-0.01421498,-0.0023099
2016-03-14,-0.00959672,0.00758597,-0.01307004,-0.03138604,-0.02124739
2016-03-15,0.02352568,0.01493265,0.00583322,0.02346105,0.00149157
2016-03-16,-0.02089602,-0.00261288,-0.01700783,-0.01669538,-0.01114964
2016-03-17,0.00540881,0.01327616,-0.00212472,-0.00073385,0.00339963
2016-03-18,0.02222373,0.0071949,0.03659163,0.02588825,0.01624119
2016-03-21,0.00212309,-0.00857189,0.00810515,0.00794764,0.00100796
2016-03-22,-0.01651772,0.01493012,-0.00779665,-0.02895501,-0.00222392
2016-03-23,0.01231509,0.00930739,0.00051823,-0.00510788,0.01236255
2016-03-24,0.01025135,-0.01108643,0.00867185,0.00283755,-0.00641138
2016-03-25,-0.00143067,-0.00649253,-0.00904458,-0.01090285,-0.0014764
2016-03-28,-0.03465863,-0.00142588,-0.00914113,-0.00595154,-0.0131674
2016-03-29,-0.00429613,-0.00220194,0.0032351,-0.01536859,0.00374169
2016-03-30,0.03474356,0.0205016,0.01465187,0.02256424,0.00732417
2016-03-31,-0.01747119,-0.00627327,-0.01763228,-0.02028196,-0.01083055
2016-04-01,0.00559183,0.01696155,-0.00677879,0.01156445,0.02440135
2016-04-04,0.00265877,0.01821495,0.00281784,0.00637277,-0.00083479
2016-04-05,-0.02099023,-0.00092099,-0.01060356,-0.01552225,7.173e-05
2016-04-06,0.02771234,0.01448071,0.00359345,0.00940931,0.01210832
2016-04-07,0.02070595,-0.00404894,-0.01204786,-0.02718061,-0.00167804
2016-04-08,-0.00021584,-0.00121199,0.03425971,0.03883861,0.00938526
2016-04-11,-0.00214363,-0.01603893,-0.01080438,-0.0111206,-0.005854
2016-04-12,0.00266735,-0.0008174,0.00148866,0.00394896,0.0041352
2016-04-13,0.02832459,0.00530019,0.01238347,0.02449522,-0.00131898
2016-04-14,0.01313586,0.00079027,-0.0060308,0.01827831,0.00069946
2016-04-15,-0.0121034,-0.0079757,-0.01354206,-0.01528765,-0.01127934
2016-04-18,-0.01806368,-0.00366201,0.00264151,0.00100849,-0.01853628
2016-04-19,0.00117187,-0.01546904,5.107e-05,-0.00336449,-0.00868393
2016-04-20,-0.00784524,0.01012414,-0.00309032,-0.0007414,-0.01293962
2016-04-21,0.00216803,0.00537764,-0.0059913,0.00710779,0.01214342
2016-04-22,-0.00341739,-0.00275107,-0.01462095,-0.01113206,-0.01062759
2016-04-25,-0.00913687,-0.0009037,9.63e-05,0.02427989,-0.00615912
2016-04-26,0.00216842,0.00046634,-0.00589327,-0.01437651,-0.00253518
2016-04-27,-0.01131009,0.00037896,-0.00752647,0.01665008,0.00104561
2016-04-28,0.02069719,0.02050369,0.02639931,0.02630509,0.0174476
2016-04-29,0.02071854,0.00065727,0.01362829,0.01336456,0.00526622
2016-05-02,0.01086449,0.00322698,0.00914114,0.02210741,-0.00538781
2016-05-03,0.00487003,0.0010137,-0.01081951,-0.00281676,-0.01123863
2016-05-04,-0.02682759,-0.00570789,-0.00405239,-0.00186657,-0.00573732
2016-05-05,0.00479921,0.00502528,-0.00153422,-0.00818182,0.00088241
2016-05-06,-0.03142588,-0.0055318,-0.01514962,0.00496947,-0.02122273
2016-05-09,-0.00197247,-0.00318402,-0.01953747,0.00515769,-0.01128445
2016-05-10,-0.00733092,-0.00873859,-0.00187846,0.01530079,0.00664187
2016-05-11,-0.00364438,-0.00514891,-0.02444814,-0.01088633,0.00357892
2016-05-12,-0.00792311,-0.02013703,-0.02392925,-0.01451336,-0.00864598
2016-05-13,-0.00431402,-0.00756334,-0.00712607,0.00916108,-7.395e-05
2016-05-16,-0.01629032,-0.00370617,0.01021167,-0.00032667,-0.00455537
2016-05-17,0.0129099,0.00835698,-0.00186191,0.00041447,0.02145917
2016-05-18,0.00636948,-0.00828861,-0.00832302,-0.00174776,0.00332683
2016-05-19,0.02695533,0.01653982,0.00751922,0.01721784,0.01091168
2016-05-20,-0.01270199,-0.0004928,0.00238473,0.00793598,0.00600914
2016-05-23,-0.01128556,-0.00946022,0.00083066,-0.00642535,0.00260582
2016-05-24,-0.01302372,-0.01955536,-0.00477331,-0.00463156,-0.00645416
2016-05-25,-0.01506157,-0.00441954,-0.01598163,-0.02719133,-0.00043006
2016-05-26,0.00961225,0.00227598,-0.0037949,-0.00552535,0.00807434
2016-05-27,0.02094222,-0.0137182,1.301e-05,0.02267456,-0.01207903
2016-05-30,0.01459372,0.01007126,0.01833436,0.01519627,0.0161959
2016-05-31,-0.00461508,6.41e-05,0.00445671,-0.00398288,-0.0024511
2016-06-01,-0.01243949,-0.00252777,0.00173268,0.00496306,0.000514
2016-06-02,0.0051836,0.01373739,0.00457756,0.01263248,0.01622194
2016-06-03,0.00107722,-0.00541418,0.00903799,0.0141869,0.00560704
2016-06-06,-0.00901758,-0.0031444,-0.00911798,-0.01491302,-0.0032804
2016-06-07,0.00427658,0.00708249,0.00778949,-0.00456296,0.00725787
2016-06-08,-0.003182,-0.00096825,-0.00297529,0.00877808,-0.01076196
2016-06-09,0.01141387,0.00657024,0.00191405,0.01182372,-0.00255119
2016-06-10,-0.00369404,-0.02080922,-0.01184982,0.00384108,0.00403157
2016-06-13,-0.01450235,-0.00377907,0.00993453,-0.01103946,0.00339699
2016-06-14,0.0069216,-0.00459379,-0.00051857,-0.01173424,-0.00063454
2016-06-15,-0.00113258,-0.00296496,0.00269436,-0.01123994,-0.00328159
2016-06-16,0.01291115,0.00341936,0.01878764,0.0506076,-0.00460037
2016-06-17,-0.00961213,-0.01220938,-0.00071923,0.00839084,0.00981028
2016-06-20,-0.00305477,-0.00529962,-0.00895459,0.00143683,-0.0080365
2016-06-21,-0.01855952,0.00456997,-0.0052219,-0.00432381,-0.00232754
2016-06-22,-0.00430233,-0.00481611,0.00964533,0.00135336,-0.01096643
2016-06-23,0.00026893,0.0011586,-0.02084897,0.01447925,0.0139605
2016-06-24,-0.01158013,0.00549168,-0.01166326,-0.00181278,-0.01485467
2016-06-27,0.01305152,-0.00263767,-0.0019348,0.0070112,0.00588414
2016-06-28,-0.01123498,0.00349033,0.00767775,0.01255778,0.00754055
2016-06-29,-0.01708478,-0.00099016,-0.0008008,-0.00755226,-0.01058992
2016-06-30,-0.0213642,-0.00752211,-0.01534229,-0.04024347,-0.02735877
2016-07-01,0.00746883,0.00584912,0.01779247,0.01840461,0.01917482
2016-07-04,-0.00889263,0.01197199,-0.00322425,0.00020988,0.01086432
2016-07-05,-0.00033103,-0.00200292,-0.01335821,-0.00994305,-0.01568248
2016-07-06,-0.01601526,-0.01550592,0.00457149,0.00179472,-0.00597857
2016-07-07,-0.02274343,-0.00795109,-0.02888889,-0.00788396,-0.03170284
2016-07-08,-0.00407601,0.00871517,0.01514537,-0.00493314,0.00622026
2016-07-11,0.00877107,-0.00157743,0.01295417,-0.00194579,0.00223048
2016-07-12,0.00032313,0.00015936,0.00608744,-0.01712407,-0.00328005
2016-07-13,0.00279681,0.00414329,0.0079732,0.02977735,0.01982667
2016-07-14,0.00274392,-0.00459871,-0.01870295,0.0098121,0.00689713
2016-07-15,0.01283944,-0.00759785,-0.00397971,-0.01067797,-0.00431034
2016-07-18,-0.01591093,-0.00221439,-0.00059644,-0.014845,-0.00620504
2016-07-19,-0.00916252,-0.01111404,-0.01546008,-0.02138821,-0.01244641
2016-07-20,-0.0184479,-0.01718895,-0.00830608,-0.00274458,-0.00790545
2016-07-21,-0.01414251,0.00078084,-0.01249903,-0.02027399,-0.00768258
2016-07-22,0.00364968,-0.02082981,-0.01536388,-0.00232002,-0.00668278
2016-07-25,0.00015249,0.01685013,0.01351893,0.00121079,-0.00077177
2016-07-26,0.00887527,-0.01828231,-0.00510264,0.01286453,0.01036231
2016-07-27,0.00128181,0.00402502,-0.0070811,0.0065455,-0.002353
2016-07-28,-0.00057561,0.00066429,-0.00691092,-0.00047647,-0.00314406
2016-07-29,-0.0119165,0.00266034,-0.00079945,0.02392774,0.01103064
2016-08-01,0.02187121,0.01308355,0.01208137,0.02233299,0.01254229
2016-08-02,-0.01683457,-0.00681207,-0.00426018,-0.01884107,-0.00380983
2016-08-03,-0.00037432,0.01385273,0.00606085,-0.01588031,-0.00392146
2016-08-04,0.03008113,0.0108819,0.0220884,0.00627094,-0.00081693
2016-08-05,0.00288499,0.00718036,-0.00922453,0.00034934,0.00013058
2016-08-08,0.00252137,0.00818905,0.01170037,-0.00684946,0.00380936
2016-08-09,0.02136582,0.00032504,0.00825714,0.0097348,-0.00390893
2016-08-10,0.00908902,-0.01083981,-0.0040867,-0.0130739,0.00156717
2016-08-11,0.00438654,-0.01343448,-0.00144725,0.00673782,0.00947691
2016-08-12,-0.02057306,-0.01119129,-0.01767441,-0.01616782,-0.00510687
2016-08-15,-0.00949161,-0.00543595,-0.01339141,-0.00800205,-0.00234103
2016-08-16,-0.0226272,-0.00141631,0.00937895,-0.00164504,-2.394e-05
2016-08-17,0.0017076,0.00876155,-0.00156268,-0.01049232,-0.0038418
2016-08-18,-0.01797251,-0.01027151,-0.0028171,-0.01197635,-0.00157785
2016-08-19,0.01931757,0.00707095,0.00505214,-0.0144608,-0.00939794
2016-08-22,0.01175174,0.02272914,0.00489367,0.02415519,0.01031446
2016-08-23,-0.01797581,0.00510474,0.00762752,-0.01397926,-2.6e-05
2016-08-24,0.00604824,-0.00333152,0.01206799,-0.02109105,-0.0009042
2016-08-25,0.00348158,0.02287005,0.0163728,-0.00469403,0.00761089
2016-08-26,0.00325941,-0.00120076,0.00835071,-0.01990221,-0.00343446
2016-08-29,-0.00858261,-0.0009542,-0.01373213,0.01794947,0.00235813
2016-08-30,-0.00676491,0.00980787,-0.00463885,0.01049186,0.00961784
2016-08-31,-0.00491921,0.017098,-0.00278269,-0.00157785,-0.00059365
2016-09-01,0.00298729,0.00582219,0.00385358,0.00819141,0.00090086
2016-09-02,0.00191146,0.01062562,-0.01431059,-0.0034549,-0.01909302
2016-09-05,-0.00301706,-0.01072032,-0.00911519,-0.01984959,-0.01237369
2016-09-06,-0.00528909,-0.01035123,-0.00587935,-0.00355958,0.01074338
2016-09-07,0.01334717,0.00407633,0.00601022,0.00365001,0.00633728
2016-09-08,-0.01369113,-0.00161214,-0.00201813,-0.00834235,0.01565291
2016-09-09,0.02932185,0.02131467,0.02094844,0.02072323,0.01123238
2016-09-12,-0.0114563,-0.01130337,-0.00731955,-0.02686871,-0.02322525
2016-09-13,-0.00784462,0.00860083,0.00294962,-0.00274991,0.0019782
2016-09-14,0.01496351,0.00076647,0.00825303,-0.01043081,-0.01020394
2016-09-15,0.00067558,-0.02216496,-0.00957856,5.493e-05,-0.01248545
2016-09-16,-0.00424354,-0.00720142,-0.01473248,-0.0091931,0.00499258
2016-09-19,0.01507434,0.00878479,0.01650679,0.02469766,0.01229263
2016-09-20,-0.01333472,-0.01231328,-0.00224386,-0.00367666,-0.01329262
2016-09-21,0.02147232,0.01954511,0.02391881,0.01255657,0.01454097
2016-09-22,-0.02498376,-0.01893844,-0.01554456,-0.00589027,-0.01002795
2016-09-23,-0.00183666,0.00596738,0.00463688,0.00969598,0.0062897
2016-09-26,0.01393438,0.00674895,-0.00754793,0.01113016,-0.00133905
2016-09-27,0.0047994,0.00483692,0.00948985,0.02745027,0.01104349
2016-09-28,-0.01206565,0.00739736,-0.00877735,-0.00530447,0.00127045
2016-09-29,0.00770163,-0.0098121,-8.447e-05,-0.03225341,-0.0126138
2016-09-30,0.00033209,0.00069527,0.01512193,0.01037889,-0.0042789
2016-10-03,0.00204126,0.01640838,0.01338528,-0.0042547,-0.0010738
2016-10-04,-0.0120025,0.00282613,-0.01144987,-0.0073457,-0.0052856
2016-10-05,0.00228189,-0.01523186,-0.00783916,-0.01043135,-0.01044306
2016-10-06,0.00658134,0.00227127,0.00465344,0.01468764,0.00135669
2016-10-07,0.0114319,0.00240167,0.0034328,-0.00434166,-0.00847956
2016-10-10,0.02902259,0.01133806,0.0213274,0.01977737,0.01505839
2016-10-11,-0.0035636,0.00667184,0.00966919,0.03623053,0.00037812
2016-10-12,-0.01925615,-0.01816688,-0.01706952,-0.0361912,-0.01046276
2016-10-13,0.01963598,0.00881295,0.01073981,0.0056483,0.00587822
2016-10-14,0.00014582,0.00775474,0.0095004,-0.00665329,-0.0006162
2016-10-17,0.00758688,0.01378336,0.01205961,0.02181191,0.00817925
2016-10-18,-0.00050427,0.0196432,0.00544072,0.00564398,-0.00855007
2016-10-19,0.01389337,-0.00343429,-0.00431877,-0.01519145,0.00790888
2016-10-20,-0.00270885,-0.01044187,-0.0094846,-0.01148105,-0.01587324
2016-10-21,-0.00239791,0.00387162,-0.00297133,-0.00148478,-0.0121989
2016-10-24,0.00859545,-0.00674219,0.0038543,0.01514111,0.00091261
2016-10-25,-0.00159432,0.01158723,0.00790266,0.00040543,0.00393224
2016-10-26,-0.00552933,-0.00873109,0.00273477,-0.00497232,0.00053083
2016-10-27,-0.00727839,0.00631818,-0.00402028,-0.02183358,0.00354292
2016-10-28,0.01385667,-0.00180385,0.00573723,-0.01529997,-0.01978989
2016-10-31,-0.00898968,-0.0051181,-0.01426898,0.00664425,0.00804854
2016-11-01,-0.00965104,-0.01348137,-0.01057606,-0.03234085,-0.00521554
2016-11-02,0.00609562,-0.00253495,0.0064,-0.00563525,0.00119833
2016-11-03,-0.00773083,0.01249312,0.03288144,0.00476761,0.00575071
2016-11-04,0.0185416,0.00214848,0.01415058,0.00769309,0.01210233
2016-11-07,-0.00627117,-0.00445781,-0.01206737,0.00966994,-0.00650357
2016-11-08,0.00299775,0.015575,-0.002853,0.01256227,0.00023849
2016-11-09,-0.00015871,-0.00459765,-0.01667117,-0.01764872,-0.01306514
2016-11-10,0.0035767,0.00192728,-0.0025078,0.00833283,0.01776024
2016-11-11,-0.00464167,-0.00037647,-0.00158731,0.00186418,-0.01366311
2016-11-14,-0.00708717,-0.00790168,-0.00359152,0.01402179,-0.01280984
2016-11-15,0.0078303,0.00845807,-0.00114843,-0.01194627,0.00319765
2016-11-16,-0.01057188,-0.00156917,0.00019468,-0.00660459,-0.00367949
2016-11-17,-0.00967859,-0.0186037,0.00901215,0.0028161,0.00895408
2016-11-18,0.00402664,-0.01922836,-0.00558454,-0.01031539,-0.00313017
2016-11-21,0.0039287,-0.00556592,-0.0170794,-0.00758412,-0.01037397
2016-11-22,0.00028079,-0.0091155,0.00211439,0.01741328,0.00093092
2016-11-23,-0.00595817,0.00201202,0.00407973,-0.02828939,-0.00403289
2016-11-24,0.00530616,0.00115509,-0.00501862,0.00915611,0.00679807
2016-11-25,0.00837859,0.00275504,-0.01444288,0.01433104,-0.00631836
2016-11-28,0.01650257,0.01438422,0.00291092,0.0162398,0.00576005
2016-11-29,-0.00422285,0.00647138,0.01485956,0.02090665,0.00148969
2016-11-30,-0.00039277,0.00301035,-0.01502734,0.00724678,0.01116816
2016-12-01,-0.00063184,0.01700317,-0.00675945,0.0043589,0.00221147
2016-12-02,0.01232009,0.01392384,0.0099382,-0.00944567,-0.00901875
2016-12-05,0.00586984,-0.00903938,0.00705952,0.02141387,-0.00604086
2016-12-06,-0.00151014,-0.00237009,0.01001102,-0.00047271,0.01287936
2016-12-07,-0.01334772,-0.01488997,-0.0148936,0.00358209,-0.00698071
2016-12-08,-0.00303502,0.01375342,-0.00314041,-0.00417181,0.00117292
2016-12-09,0.00038224,-0.00196814,0.01820474,0.01455398,0.01157288
2016-12-12,0.01588493,0.00196752,0.00419121,0.03023347,0.00084358
2016-12-13,-0.01389455,-0.0075259,0.00367489,-0.02546937,-0.00997221
2016-12-14,0.02140627,0.00531066,0.01062103,0.0196174,0.00373606
2016-12-15,-0.02212209,-0.00864125,-0.00168598,-0.04483108,-0.01771239
2016-12-16,-0.01000058,0.00997253,-0.01172909,0.00184097,-0.00025047
2016-12-19,-0.01139571,-0.01423622,-0.00474383,-0.00971032,-0.01063847
2016-12-20,-0.0010707,0.0018942,0.00221788,0.00543947,0.01118619
2016-12-21,-0.00933135,-0.01018742,0.00085539,0.0003427,-0.01863006
2016-12-22,-0.00619887,0.01344187,0.00652551,0.00853878,0.00538426
2016-12-23,-0.00323586,-0.020302,-0.0176975,-0.00547625,0.00130474
2016-12-26,-0.01095705,0.00159353,0.00279818,0.01332599,0.01190777
2016-12-27,0.00048395,-0.00052353,0.00046557,0.01332448,-0.00158097
2016-12-28,-0.00659526,0.00573932,-0.00556951,0.0075401,-0.00574634
2016-12-29,-0.00881846,0.00223352,-0.00051685,-0.0009083,-0.00348742
2016-12-30,-0.01381879,-0.00593699,-0.01504514,-0.01883455,-0.0119831
2017-01-02,-0.00666491,-0.00783942,0.01020659,-0.00557393,-0.00920767
2017-01-03,-0.00357182,-0.01405505,-0.02552046,-0.02427673,-0.01255261
2017-01-04,-0.01697728,-0.00100876,-0.00151664,-0.0260156,-0.00387335
2017-01-05,-0.00935653,-0.00706139,-0.01031006,0.00093821,-0.00431412
2017-01-06,0.00473548,0.00761005,0.00323218,0.01012433,0.00231795
2017-01-09,-0.00953776,-0.01600762,0.00197402,-0.00324124,-0.00531777
2017-01-10,-0.00923809,-0.00754129,-0.00393985,-0.00767077,-0.00070657
2017-01-11,-0.00102969,-0.02078866,-0.01607275,-0.01457827,-0.00454098
2017-01-12,-0.01381294,-0.00832078,0.00065264,-0.01827854,0.00427391
2017-01-13,-0.01843073,-0.00832382,-0.00541046,-0.02248848,-0.01242155
2017-01-16,-0.00944297,-0.01773741,0.01375421,-0.00011028,0.0051838
2017-01-17,-0.00520894,0.00176595,0.00601927,-0.00310585,-0.009097
2017-01-18,-0.00218444,0.01386006,0.0105296,-0.00876863,-0.00206864
2017-01-19,-0.00937159,0.02104997,0.00846453,-0.01198784,-0.00608086
2017-01-20,0.01007287,0.00214545,-0.00017174,0.01745544,-0.00186733
2017-01-23,-0.00736156,-0.01137882,-0.01961615,-0.00577155,-0.00248512
2017-01-24,0.00703702,-0.01661861,-0.00185628,-0.01220283,0.00268738
2017-01-25,0.01440227,0.0097867,0.00533291,0.01839437,-0.01083675
2017-01-26,0.01837976,0.02402539,0.02597532,0.02787818,0.00380698
2017-01-27,0.00321855,-0.00687742,-0.00225354,-0.00099342,-0.00196956
2017-01-30,0.01583559,0.00749736,0.00424325,0.00443283,0.00556311
2017-01-31,-0.00631746,0.00125989,0.01603227,0.00726609,-0.00135512
2017-02-01,0.00137754,-0.0221774,-0.01572437,-0.01148048,-0.02066296
2017-02-02,-0.01139805,-0.01036846,0.01632442,0.00958726,-0.00923056
2017-02-03,0.00114939,0.00124814,-0.01584829,-0.01653711,-0.00171252
2017-02-06,0.00332108,0.0116517,0.0163856,-0.01740897,-0.01114799
2017-02-07,0.00828115,0.00642623,0.00200664,0.03154127,0.00914331
2017-02-08,-0.01838387,-0.00471909,-0.01506217,-0.00205997,0.0047614
2017-02-09,-0.01941638,-0.00426412,-0.00990908,0.01601191,-0.01751441
2017-02-10,-0.00710072,-0.01811062,-0.00331136,-0.01639564,-0.01434729
2017-02-13,0.00385231,0.00595993,0.00185435,-0.00756742,0.0043004
2017-02-14,-0.00309738,0.01369862,0.00169517,0.00443645,-0.00827304
2017-02-15,-0.00165862,0.01453843,0.02416156,0.01236156,0.00174751
2017-02-16,0.02180744,0.00862597,0.01627335,0.01038794,-0.00298155
2017-02-17,0.01775614,0.01163948,0.01476026,0.0153598,-0.00153606
2017-02-20,0.02206673,0.02150993,0.0138255,0.05436555,0.02260357
2017-02-21,0.0039307,-0.0031482,-0.00896479,-0.01708327,-0.00351278
2017-02-22,-0.00800607,0.00233541,-0.00159399,0.0222913,-0.00640507
2017-02-23,-0.0007142,0.00577992,-0.00133752,-0.00308277,-0.01154397
2017-02-24,0.01203543,0.01463247,0.00062331,0.03083345,0.01398588
2017-02-27,0.01635124,0.00025261,0.01369456,0.03287161,0.00203587
2017-02-28,-0.01046088,0.00400662,-0.00702352,-0.01205954,-0.00056179
2017-03-01,-0.0027321,-0.00383885,-0.01102357,0.00986461,-0.00995734
2017-03-02,0.00485914,-0.00123115,0.00172692,-0.00535629,-0.01646634
2017-03-03,0.00544996,0.00240942,0.02169723,0.0007075,0.00934323
2017-03-06,-0.01639664,0.01244334,0.01260271,-0.01040445,-0.00106126
2017-03-07,-0.01379246,-0.0122119,-0.02749716,-0.02015373,-0.00746584
2017-03-08,-0.00623154,0.00732334,-0.00424439,0.00176504,-0.00917889
2017-03-09,-0.00953763,0.00240045,0.00434943,-0.01078404,-0.00704022
2017-03-10,-0.00517318,-0.0074921,-0.00817842,-0.00874309,-0.00115133
2017-03-13,0.01436364,0.00461966,0.01604169,0.00308772,0.00456484
2017-03-14,0.00839097,-0.00200639,-0.00195337,0.01017514,0.00197149
2017-03-15,0.01035416,0.01322139,-0.00200982,0.00231145,0.00537367
2017-03-16,-0.00962304,0.00654056,-0.00532098,0.00418736,0.01045292
2017-03-17,-0.00381932,0.00201889,0.00141377,0.00875201,0.00089637
2017-03-20,0.01699459,0.00918257,0.00848784,0.0067837,0.00588351
2017-03-21,-0.00319464,-0.013852,0.00994635,-0.00287898,0.01321124
2017-03-22,0.01952808,0.00105387,0.00487618,0.02545483,0.00668796
2017-03-23,-0.00691137,-0.01185915,-0.01623135,-0.0210484,-7.327e-05
2017-03-24,-0.00652345,-0.00136928,0.01472032,0.01798584,0.00992012
2017-03-27,0.022776,0.00315352,0.00485026,-0.00303564,0.01671005
2017-03-28,-0.00696473,0.00023941,0.01020716,0.00053116,0.00335336
2017-03-29,0.00223422,-0.00903088,0.01663726,0.00590973,0.00183955
2017-03-30,0.01073157,-0.0008646,-0.01439734,0.00664458,0.00661438
2017-03-31,0.02107858,0.00540166,0.00145373,-0.00330033,0.0059772
2017-04-03,0.02169027,0.00579372,0.01239672,0.02569621,0.00358093
2017-04-04,-0.0072982,0.01001633,-0.00864096,-0.00546011,0.00327183
2017-04-05,-0.00046346,0.01056748,0.01368646,0.01825465,0.00029007
2017-04-06,-0.01354062,-0.00683226,-0.01186883,-0.01633827,-0.01343506
2017-04-07,0.00621914,-0.00713196,0.0021809,0.00560031,0.003396
2017-04-10,-0.01722443,0.01338807,0.00241232,0.01006884,-0.0021439
2017-04-11,0.0010988,0.00127589,0.00104535,0.00923034,0.0126147
2017-04-12,0.0034562,-0.00489462,-0.00530344,0.00395063,0.00124939
2017-04-13,-0.017715,-0.01156042,-0.00773038,-0.02956251,-0.01110279
2017-04-14,0.00524466,0.02159655,-0.00927503,0.00827042,0.00318602
2017-04-17,0.00120243,-0.00828896,0.02023459,0.0061609,-0.01046715
2017-04-18,-0.00723684,0.00082852,0.00606116,-0.00725755,0.00826172
2017-04-19,0.01426856,-0.01430514,0.00616848,-0.01420452,-0.00463594
2017-04-20,-0.01357984,0.00132325,0.02178363,0.0130715,-0.00157966
2017-04-21,-0.00442645,-0.00629895,-0.00069215,-0.01487752,-0.01434601
2017-04-24,-0.01395178,0.00028057,-0.01413052,-0.01721377,1.665e-05
2017-04-25,-0.01753683,-0.01377339,-0.00595585,-0.02145007,0.00277776
2017-04-26,-0.01232667,-0.01057323,-0.01575658,-0.03746572,-0.01005843
2017-04-27,-0.00443863,-0.01730825,-0.0073738,-0.02728354,0.00404965
2017-04-28,0.01260226,-0.00176048,0.01541872,0.01537518,0.00812971
2017-05-01,0.01458231,0.00133468,0.01275347,0.02859152,0.01081747
2017-05-02,0.00357493,0.00765327,0.02223193,-0.01462784,0.0110664
2017-05-03,-0.0119297,-5.363e-05,-0.00859256,-0.01275796,-0.01169109
2017-05-04,0.00228388,0.00203227,-0.00301822,-0.0071353,-0.0024129
2017-05-05,-0.01365703,-0.02845966,-0.00660613,0.00881122,-0.01099331
2017-05-08,-0.00569276,-0.01266111,-0.01528561,-0.03057197,0.00032139
2017-05-09,-0.01268877,0.00251028,0.01237184,0.01011737,0.00481008
2017-05-10,-0.00739944,-0.0019061,-0.00828312,-0.00137187,-0.00970206
