date,returns,true_volatility,regime
2014-10-31,0.00501763,0.00531918,1
2014-11-03,0.00370397,0.00533159,1
2014-11-04,0.00142921,0.00529296,1
2014-11-05,0.00690173,0.00520751,1
2014-11-06,-0.0053245,0.00532907,1
2014-11-07,0.00835172,0.0053845,1
2014-11-10,0.00501727,0.00558613,1
2014-11-11,-0.00317565,0.00557971,1
2014-11-12,-0.00835122,0.00552791,1
2014-11-13,0.0008288,0.00575855,1
2014-11-14,-5.588e-05,0.0056439,1
2014-11-17,-0.00453405,0.00553446,1
2014-11-18,-0.00367064,0.00553665,1
2014-11-19,0.00319379,0.00550427,1
2014-11-20,0.00305589,0.00544012,1
2014-11-21,-0.00047204,0.00537615,1
2014-11-24,0.00270501,0.00528295,1
2014-11-25,0.00013264,0.00521969,1
2014-11-26,-0.0068407,0.00513219,1
2014-11-27,-0.00511026,0.00529576,1
2014-11-28,0.00140374,0.0053428,1
2014-12-01,-0.00116274,0.00525435,1
2014-12-02,0.00134662,0.00517519,1
2014-12-03,0.00387964,0.00509535,1
2014-12-04,-0.00495118,0.00507798,1
2014-12-05,-0.00652311,0.00513416,1
2014-12-08,0.00224311,0.00527657,1
2014-12-09,0.00010519,0.00520404,1
2014-12-10,0.00136124,0.00511744,1
2014-12-11,0.00178606,0.00504097,1
2014-12-12,0.0167425,0.00497423,1
2014-12-15,0.00077906,0.00612607,1
2014-12-16,0.00143623,0.00599276,1
2014-12-17,-0.00130866,0.00587059,1
2014-12-18,-0.00309664,0.00576027,1
2014-12-19,-0.00373503,0.00569517,1
2014-12-22,0.00669048,0.00565496,1
2014-12-23,0.00525301,0.00572556,1
2014-12-24,-0.00620331,0.0057196,1
2014-12-25,-0.0107928,0.00579125,1
2014-12-26,0.00590198,0.0061922,1
2014-12-29,0.00641198,0.00618291,1
2014-12-30,-0.00149996,0.00619841,1
2014-12-31,0.00088104,0.00607395,1
2015-01-01,0.0009293,0.00594367,1
2015-01-02,-0.00382296,0.00582015,1
2015-01-05,-0.00593163,0.00577519,1
2015-01-06,0.00240732,0.00582751,1
2015-01-07,0.00570333,0.00572754,1
2015-01-08,0.00118271,0.00574179,1
2015-01-09,0.00700969,0.00563022,1
2015-01-12,0.00143378,0.00572113,1
2015-01-13,-0.00405723,0.00561288,1
2015-01-14,0.00325573,0.00559003,1
2015-01-15,-0.00123908,0.00552249,1
2015-01-16,-0.00387864,0.00542968,1
2015-01-19,0.00424937,0.0054121,1
2015-01-20,0.00359357,0.00538705,1
2015-01-21,-0.00402962,0.00534147,1
2015-01-22,-0.00232721,0.00533586,1
2015-01-23,-8.86e-05,0.0052748,1
2015-01-26,-0.008054,0.00518492,1
2015-01-27,-0.00137329,0.00543056,1
2015-01-28,-0.00543113,0.00534478,1
2015-01-29,-0.00065064,0.00540456,1
2015-01-30,-0.0044601,0.00531129,1
2015-02-02,0.0028959,0.00532617,1
2015-02-03,-0.01028762,0.0052649,1
2015-02-04,0.01141434,0.00569067,1
2015-02-05,-0.01221032,0.00610683,1
2015-02-06,0.01100531,0.00659607,1
2015-02-09,0.0002213,0.0068697,1
2015-02-10,-0.00432492,0.00669997,1
2015-02-11,0.01803367,0.00661943,1
2015-02-12,-0.00180255,0.00758115,1
2015-02-13,0.00150518,0.00739403,1
2015-02-16,-0.00898261,0.00720536,1
2015-02-17,-0.00379356,0.00732062,1
2015-02-18,-0.00349864,0.00718873,1
2015-02-19,0.00416616,0.00705563,1
2015-02-20,0.00348918,0.00693142,1
2015-02-23,0.00906575,0.00679632,1
2015-02-24,-0.00084111,0.00691365,1
2015-02-25,-0.00099014,0.00674669,1
2015-02-26,-0.01215672,0.00658899,1
2015-02-27,0.00679086,0.00700958,1
2015-03-02,-0.00606668,0.0069858,1
2015-03-03,-0.00805652,0.00695787,1
2015-03-04,0.01237988,0.00703667,1
2015-03-05,-0.0049689,0.0073719,1
2015-03-06,-0.00961604,0.00727522,1
2015-03-09,-0.00557079,0.00742564,1
2015-03-10,-0.0042888,0.00734872,1
2015-03-11,-0.00490315,0.00723023,1
2015-03-12,0.00440243,0.00713937,1
2015-03-13,-0.00037961,0.00701742,1
2015-03-16,0.00960964,0.00684252,1
2015-03-17,0.00296958,0.00699115,1
2015-03-18,0.00504258,0.00684187,1
2015-03-19,-0.01245651,0.00675715,1
2015-03-20,-0.00587671,0.00718327,1
2015-03-23,0.00182045,0.00713407,1
2015-03-24,-0.00290904,0.00696045,1
2015-03-25,-0.00127423,0.00682433,1
2015-03-26,-0.0005438,0.00666598,1
2015-03-27,0.00406846,0.00650849,1
2015-03-30,-0.00073184,0.00641134,1
2015-03-31,-0.00227305,0.00626747,1
2015-04-01,-0.00475228,0.00615325,1
2015-04-02,0.00283954,0.00612278,1
2015-04-03,0.00435983,0.00601554,1
2015-04-06,0.00109287,0.00595632,1
2015-04-07,-0.00303804,0.00583316,1
2015-04-08,-0.0024248,0.00576204,1
2015-04-09,0.00764953,0.00567875,1
2015-04-10,0.0025628,0.00580445,1
2015-04-13,-0.00051577,0.0057087,1
2015-04-14,0.00082221,0.00559832,1
2015-04-15,0.00152967,0.0054919,1
2015-04-16,0.00333869,0.00539679,1
2015-04-17,0.00339022,0.00534305,1
2015-04-20,-0.01095806,0.00529408,1
2015-04-21,-0.0043374,0.0057795,1
2015-04-22,0.00169266,0.00575671,1
2015-04-23,0.00127638,0.0056495,1
2015-04-24,-0.00323248,0.0055435,1
2015-04-27,0.00323776,0.00549574,1
2015-04-28,-0.0001536,0.00543327,1
2015-04-29,0.00037917,0.0053352,1
2015-04-30,-0.00476618,0.00524139,1
2015-05-01,0.00533837,0.00527564,1
2015-05-04,0.00752648,0.00530598,1
2015-05-05,0.00015213,0.00545837,1
2015-05-06,0.00409551,0.0053581,1
2015-05-07,-0.00330807,0.00533103,1
2015-05-08,-0.00137708,0.00529919,1
2015-05-11,-0.00720518,0.00522076,1
2015-05-12,-0.00448304,0.00540045,1
2015-05-13,0.0010357,0.00540991,1
2015-05-14,-0.006607,0.00531465,1
2015-05-15,0.00613853,0.00544552,1
2015-05-18,0.00584665,0.00550294,1
2015-05-19,-0.00018166,0.00554083,1
2015-05-20,0.00540758,0.00543722,1
2015-05-21,-0.00350802,0.00545878,1
2015-05-22,-0.00447053,0.00542563,1
2015-05-25,-0.00806591,0.00543275,1
2015-05-26,0.0022473,0.00565227,1
2015-05-27,-0.00152902,0.0055589,1
2015-05-28,0.01090719,0.0054686,1
2015-05-29,0.00799794,0.00586837,1
2015-06-01,0.001528,0.00599917,1
2015-06-02,0.00031069,0.0058776,1
2015-06-03,0.00283892,0.00575569,1
2015-06-04,-0.0072019,0.00566844,1
2015-06-05,0.00189664,0.00580483,1
2015-06-08,0.01040249,0.00569778,1
2015-06-09,-0.00084185,0.00602455,1
2015-06-10,-0.00408444,0.00590083,1
2015-06-11,0.003898,0.00586034,1
2015-06-12,-0.00195155,0.00579541,1
2015-06-15,0.00140093,0.00569993,1
2015-06-16,0.00038653,0.00559245,1
2015-06-17,-0.00143946,0.00548513,1
2015-06-18,0.00107002,0.00539739,1
2015-06-19,-0.00090063,0.00530304,1
2015-06-22,0.0063628,0.00521783,1
2015-06-23,-0.00584226,0.0053064,1
2015-06-24,0.0094759,0.00539195,1
2015-06-25,-0.00035747,0.00567872,1
2015-06-26,0.0132384,0.00556886,1
2015-06-29,0.00183737,0.00618154,1
2015-06-30,0.00094053,0.00605432,1
2015-07-01,0.00866716,0.00592533,1
2015-07-02,-0.00333544,0.00609527,1
2015-07-03,-0.00846641,0.00601768,1
2015-07-06,-0.00722035,0.00620645,1
2015-07-07,0.00324343,0.00629694,1
2015-07-08,-0.00034929,0.00618943,1
2015-07-09,0.00863208,0.0060538,1
2015-07-10,-0.0005244,0.00620921,1
2015-07-13,-0.00240747,0.00607367,1
2015-07-14,0.01605748,0.00597275,1
2015-07-15,0.00632989,0.00682579,1
2015-07-16,-0.00733381,0.00679323,1
2015-07-17,0.00628626,0.00684335,1
2015-07-20,-0.00202187,0.00680772,1
2015-07-21,0.0055264,0.00666111,1
2015-07-22,0.00888805,0.00660532,1
2015-07-23,-0.00050446,0.00672784,1
2015-07-24,-0.01306085,0.00656717,1
2015-07-27,0.0039689,0.0070735,1
2015-07-28,0.00472854,0.00694299,1
2015-07-29,-0.0029944,0.00684188,1
2015-07-30,-0.0075045,0.00671395,1
2015-07-31,-0.00610834,0.00677992,1
2015-08-03,-0.00942868,0.00676778,1
2015-08-04,-0.0063076,0.00695191,1
2015-08-05,-0.00290757,0.00693751,1
2015-08-06,0.00306702,0.00680253,1
2015-08-07,0.00082165,0.00666469,1
2015-08-10,-0.00132581,0.00650557,1
2015-08-11,-0.00109143,0.00636333,1
2015-08-12,0.00016098,0.0062253,1
2015-08-13,0.00480562,0.00608626,1
2015-08-14,0.00471612,0.00603859,1
2015-08-17,-0.00082777,0.00599059,1
2015-08-18,-0.00086254,0.00586844,1
2015-08-19,-6.085e-05,0.00575287,1
2015-08-20,-0.00447928,0.00563785,1
2015-08-21,-0.01467222,0.00563049,1
2015-08-24,0.01129926,0.00645691,1
2015-08-25,0.00703563,0.00676922,1
2015-08-26,0.00352267,0.00677372,1
2015-08-27,0.00551072,0.00664761,1
2015-08-28,0.00210025,0.00659204,1
2015-08-31,0.00546157,0.00644788,1
2015-09-01,0.00102696,0.00640289,1
2015-09-02,-0.00991387,0.00625728,1
2015-09-03,-0.00518551,0.00652909,1
2015-09-04,0.00403587,0.00649227,1
2015-09-07,0.00964291,0.00639507,1
2015-09-08,-0.00510249,0.00658776,1
2015-09-09,0.00904235,0.0065437,1
2015-09-10,0.00050697,0.00668162,1
2015-09-11,-0.00883291,0.00652082,1
2015-09-14,0.00136711,0.00668694,1
2015-09-15,-0.00218094,0.00653009,1
2015-09-16,0.01284239,0.00640038,1
2015-09-17,0.00252568,0.00685295,1
2015-09-18,0.00251803,0.00670247,1
2015-09-21,0.01006864,0.00655931,1
2015-09-22,0.00962502,0.0067664,1
2015-09-23,-0.00096612,0.00692294,1
2015-09-24,-0.00340949,0.00675665,1
2015-09-25,0.00066948,0.00664414,1
2015-09-28,0.00525799,0.00648547,1
2015-09-29,-1.969e-05,0.0064301,1
2015-09-30,0.00074708,0.00628148,1
2015-10-01,0.00751429,0.00614044,1
2015-10-02,0.0094878,0.00621836,1
2015-10-05,-0.00052606,0.00641732,1
2015-10-06,-0.00432962,0.00627163,1
2015-10-07,-0.0029924,0.00621705,1
2015-10-08,-0.00246826,0.00612275,1
2015-10-09,0.00442322,0.00602055,1
2015-10-12,-0.00012339,0.00596321,1
2015-10-13,-0.00282086,0.00583777,1
2015-10-14,0.0045868,0.0057603,1
2015-10-15,0.00545521,0.00572514,1
2015-10-16,-0.00568809,0.00572814,1
2015-10-19,0.00725319,0.00577128,1
2015-10-20,0.00400033,0.00586459,1
2015-10-21,-0.00220279,0.00580263,1
2015-10-22,-0.00170249,0.00571199,1
2015-10-23,0.00062852,0.00561635,1
2015-10-26,0.00257196,0.00550825,1
2015-10-27,0.00258042,0.00542909,1
2015-10-28,-0.00118174,0.0053546,1
2015-10-29,0.00297561,0.00527015,1
2015-10-30,-0.00489163,0.00521424,1
2015-11-02,-0.00782357,0.00525668,1
2015-11-03,0.01003462,0.00547705,1
2015-11-04,-0.00198578,0.00579968,1
2015-11-05,-0.00320796,0.00570465,1
2015-11-06,0.00368221,0.00564626,1
2015-11-09,-0.00660668,0.00558754,1
2015-11-10,0.00482535,0.00569388,1
2015-11-11,-0.00154117,0.00567229,1
2015-11-12,-0.00344466,0.00557603,1
2015-11-13,-0.00548598,0.00553324,1
2015-11-16,-0.00414783,0.00558099,1
2015-11-17,-0.00985387,0.00556384,1
2015-11-18,0.00394445,0.00591138,1
2015-11-19,0.0024339,0.00584486,1
2015-11-20,0.00309826,0.00574445,1
2015-11-23,0.00233869,0.00566395,1
2015-11-24,0.00214918,0.00557158,1
2015-11-25,0.00521098,0.00548092,1
2015-11-26,-0.00346306,0.00549032,1
2015-11-27,0.00774742,0.00545358,1
2015-11-30,0.00108964,0.0056065,1
2015-12-01,0.000671,0.00550125,1
2015-12-02,-0.00240126,0.00539927,1
2015-12-03,-0.00729745,0.00533632,1
2015-12-04,0.00203274,0.00551081,1
2015-12-07,0.00065595,0.00542156,1
2015-12-08,-0.00031729,0.00532373,1
2015-12-09,-0.00288447,0.00523233,1
2015-12-10,-0.01026519,0.00519306,1
2015-12-11,-0.00220657,0.00562684,1
2015-12-14,-0.00101598,0.00554609,1
2015-12-15,0.00242939,0.00544909,1
2015-12-16,0.00595997,0.00537037,1
2015-12-17,-0.00513239,0.00542436,1
2015-12-18,-0.00910875,0.00546256,1
2015-12-21,0.00599017,0.00575995,1
2015-12-22,0.0045887,0.00578564,1
2015-12-23,-0.0019501,0.00574892,1
2015-12-24,0.00038036,0.00565595,1
2015-12-25,-0.00553731,0.00554534,1
2015-12-28,0.00151462,0.00559481,1
2015-12-29,0.00839778,0.00549405,1
2015-12-30,0.00039718,0.00568773,1
2015-12-31,-0.00783639,0.00557551,1
2016-01-01,0.00114203,0.0057637,1
2016-01-04,0.00339391,0.00565069,1
2016-01-05,0.01375249,0.00558335,1
2016-01-06,0.00703357,0.00624821,1
2016-01-07,0.00147779,0.00629081,1
2016-01-08,0.00365805,0.00615414,1
2016-01-11,-0.00807485,0.00606516,1
2016-01-12,0.00139335,0.00622238,1
2016-01-13,-0.00424001,0.00608831,1
2016-01-14,-0.00045007,0.00604181,1
2016-01-15,0.0012418,0.00591408,1
2016-01-18,0.00733518,0.00579416,1
2016-01-19,-0.01415649,0.00589041,1
2016-01-20,0.00466273,0.00661193,1
2016-01-21,0.00626112,0.00652756,1
2016-01-22,-0.00585024,0.00651177,1
2016-01-25,0.0013805,0.00650586,1
2016-01-26,-0.00689254,0.00635781,1
2016-01-27,0.01360745,0.00641708,1
2016-01-28,0.00062884,0.00693908,1
2016-01-29,0.01105661,0.00676651,1
2016-02-01,0.01127438,0.00702608,1
2016-02-02,-0.01119287,0.00727545,1
2016-02-03,-0.00361901,0.00753865,1
2016-02-04,-0.00743195,0.0073906,1
2016-02-05,-0.00230504,0.0074018,1
2016-02-08,0.00213977,0.00723124,1
2016-02-09,0.00609492,0.00705689,1
2016-02-10,-0.00029497,0.00699949,1
2016-02-11,0.00214506,0.00682503,1
2016-02-12,-0.00231153,0.00667012,1
2016-02-15,0.0003348,0.00653584,1
2016-02-16,-0.0066277,0.00638178,1
2016-02-17,0.00475713,0.00642463,1
2016-02-18,0.00946613,0.00635451,1
2016-02-19,-0.00441664,0.00653866,1
2016-02-22,-0.00421835,0.00647099,1
2016-02-23,-0.00758566,0.00640026,1
2016-02-24,0.0011974,0.00649654,1
2016-02-25,-0.01425266,0.00634752,1
2016-02-26,-0.00384281,0.00700426,1
2016-02-29,-0.00430006,0.00689083,1
2016-03-01,0.00839193,0.00679836,1
2016-03-02,0.01551396,0.00687433,1
2016-03-03,0.00546016,0.00751809,1
2016-03-04,8.957e-05,0.00740922,1
2016-03-07,0.00765903,0.00721499,1
2016-03-08,0.00477681,0.00721941,1
2016-03-09,-3.638e-05,0.00710448,1
2016-03-10,0.00333059,0.00692431,1
2016-03-11,0.00606321,0.00678595,1
2016-03-14,-0.00572257,0.00674436,1
2016-03-15,0.0015183,0.00671684,1
2016-03-16,0.0028156,0.00655988,1
2016-03-17,0.00865397,0.00642932,1
2016-03-18,-0.00421154,0.00655226,1
2016-03-21,0.0003782,0.00647646,1
2016-03-22,-0.00098561,0.00632524,1
2016-03-23,0.00161575,0.00618795,1
2016-03-24,0.00207259,0.0060578,1
2016-03-25,0.01391466,0.00594014,1
2016-03-28,0.00732759,0.00656378,1
2016-03-29,-0.00308359,0.00659824,1
2016-03-30,0.00348421,0.00648549,1
2016-03-31,0.00178787,0.00637372,1
2016-04-01,0.00111434,0.00623629,1
2016-04-04,0.01404031,0.00609935,1
2016-04-05,0.00097649,0.00671101,1
2016-04-06,0.01063182,0.00655042,1
2016-04-07,-0.01083377,0.00680013,1
2016-04-08,9.204e-05,0.0070854,1
2016-04-11,-0.01243148,0.00690585,1
2016-04-12,0.01170634,0.00731143,1
2016-04-13,0.01407722,0.0075644,1
2016-04-14,-0.00863353,0.00798157,1
2016-04-15,0.01035555,0.00801476,1
2016-04-18,0.00989154,0.00811145,1
2016-04-19,-0.01006868,0.0081725,1
2016-04-20,0.00957928,0.00827587,1
2016-04-21,0.00086301,0.00830668,1
2016-04-22,-0.00366769,0.00807383,1
2016-04-25,-0.00433668,0.00790005,1
2016-04-26,-0.00318687,0.00775351,1
2016-04-27,-0.01081108,0.00758397,1
2016-04-28,0.00207301,0.00778867,1
2016-04-29,-0.00803886,0.00758776,1
2016-05-02,0.00912111,0.00761713,1
2016-05-03,0.00295957,0.00767137,1
2016-05-04,-0.01620541,0.00748893,1
2016-05-05,-0.00968547,0.00817188,1
2016-05-06,-0.00084904,0.0082517,1
2016-05-09,0.00465721,0.00802435,1
2016-05-10,0.00173238,0.00786334,1
2016-05-11,-0.00026882,0.00765548,1
2016-05-12,0.01126746,0.00745119,1
2016-05-13,0.00573888,0.0076582,1
2016-05-16,0.00329127,0.00755127,1
2016-05-17,0.00374483,0.00738089,1
2016-05-18,0.00920008,0.00722894,1
2016-05-19,0.00788205,0.00731847,1
2016-05-20,0.0025768,0.00732702,1
2016-05-23,-0.00242869,0.00715447,1
2016-05-24,0.00974342,0.00699826,1
2016-05-25,0.01459414,0.00714187,1
2016-05-26,-0.00242623,0.00765846,1
2016-05-27,0.00216952,0.00747783,1
2016-05-30,0.00830623,0.00729236,1
2016-05-31,0.00222776,0.00732536,1
2016-06-01,0.0065684,0.00714776,1
2016-06-02,0.01060013,0.00710484,1
2016-06-03,-0.00678583,0.00729725,1
2016-06-06,-0.00493925,0.00728237,1
2016-06-07,-0.01082928,0.00718979,1
2016-06-08,0.00624245,0.00743422,1
2016-06-09,0.00083558,0.00735965,1
2016-06-10,-0.0098084,0.0071685,1
2016-06-13,0.013526,0.00734161,1
2016-06-14,0.00698171,0.00773774,1
2016-06-15,-0.01585477,0.00767553,1
2016-06-16,-0.00280508,0.00829691,1
2016-06-17,0.00388139,0.00809333,1
2016-06-20,0.01041161,0.00790937,1
2016-06-21,0.00121123,0.00801819,1
2016-06-22,-0.00341835,0.00779952,1
2016-06-23,0.01069273,0.00763318,1
2016-06-24,-0.01014073,0.00778379,1
2016-06-27,-0.00470846,0.00792444,1
2016-06-28,-0.00808889,0.00778814,1
2016-06-29,-0.00896685,0.00780564,1
