date,returns,true_volatility
2014-08-21,0.2290541,0.21569347
2014-08-22,-0.33136634,0.21076574
2014-08-25,0.19662639,0.23609871
2014-08-26,-0.04836547,0.22923575
2014-08-27,0.10171129,0.22373012
2014-08-28,-0.24411559,0.21582163
2014-08-29,-0.07608015,0.23121944
2014-09-01,0.32294037,0.22830641
2014-09-02,0.54418012,0.22441427
2014-09-03,0.15077125,0.22516874
2014-09-04,-0.03498902,0.21811738
2014-09-05,0.20776771,0.21201705
2014-09-08,-0.16346966,0.20690492
2014-09-09,0.44857032,0.21441672
2014-09-10,0.09073782,0.2139048
2014-09-11,0.15548039,0.20640318
2014-09-12,-0.1225012,0.20062281
2014-09-15,-0.02993833,0.20433547
2014-09-16,-0.0263352,0.19860568
2014-09-17,0.15160199,0.19287863
2014-09-18,-0.22420272,0.18785377
2014-09-19,0.33620957,0.20308304
2014-09-22,0.17635221,0.20105505
2014-09-23,-0.31953385,0.19601185
2014-09-24,-0.22396092,0.22117128
2014-09-25,0.31277835,0.23404437
2014-09-26,0.09050823,0.2295815
2014-09-29,0.17810228,0.22108484
2014-09-30,-0.02076836,0.21482317
2014-10-01,0.14282328,0.20755188
2014-10-02,-0.08192321,0.2014543
2014-10-03,0.17808139,0.20102338
2014-10-06,-0.01658454,0.19601586
2014-10-07,0.28843356,0.1895022
2014-10-08,-0.16602155,0.18736849
2014-10-09,-0.19317123,0.19643623
2014-10-10,0.30424746,0.2077586
2014-10-13,0.09783935,0.20480618
2014-10-14,0.13822762,0.19800711
2014-10-15,-0.22819578,0.19240905
2014-10-16,0.24140247,0.20775124
2014-10-17,-0.01280432,0.20356398
2014-10-20,-0.05773988,0.1962233
2014-10-21,-0.11223533,0.19371768
2014-10-22,-0.0154778,0.19682625
2014-10-23,-0.01724707,0.19015626
2014-10-24,0.09886897,0.18406189
2014-10-27,-0.11626885,0.17854347
2014-10-28,0.18638248,0.18301706
2014-10-29,-0.05330015,0.17926728
2014-10-30,0.00926348,0.17735529
2014-10-31,-0.12145026,0.17050383
2014-11-03,0.38934176,0.17601054
2014-11-04,0.1841311,0.17670731
2014-11-05,-0.24991731,0.17328996
2014-11-06,0.31418652,0.19236879
2014-11-07,0.07495693,0.19056912
2014-11-10,-0.05575949,0.18419683
2014-11-11,-0.27365743,0.18223089
2014-11-12,0.39682673,0.20329527
2014-11-13,0.39286256,0.20245777
2014-11-14,0.05607372,0.20159394
2014-11-17,0.32552132,0.19418644
2014-11-18,-0.07357659,0.19249944
2014-11-19,-0.11735892,0.19179442
2014-11-20,0.02187024,0.19554628
2014-11-21,0.02610355,0.18784974
2014-11-24,-0.06279119,0.18069886
2014-11-25,-0.0747239,0.17964191
2014-11-26,0.17469437,0.17983941
2014-11-27,-0.42804937,0.17605079
2014-11-28,-0.05751966,0.21568571
2014-12-01,0.11956691,0.21194109
2014-12-02,0.07234301,0.20511935
2014-12-03,0.11496197,0.19780857
2014-12-04,0.02452222,0.19177103
2014-12-05,0.15393206,0.18435391
2014-12-08,-0.19929274,0.17988943
2014-12-09,0.07369393,0.1929833
2014-12-10,-0.20939079,0.18644064
2014-12-11,-0.57083622,0.20017186
2014-12-12,0.33974652,0.25510387
2014-12-15,-0.10250156,0.24978609
2014-12-16,0.24513814,0.24826675
2014-12-17,-0.19608368,0.24155389
2014-12-18,-0.1603025,0.25008628
2014-12-19,0.44504974,0.25435828
2014-12-22,-0.0377324,0.25116105
2014-12-23,-0.16818712,0.24319662
2014-12-24,-0.17400436,0.24874497
2014-12-25,-0.01257884,0.25450697
2014-12-26,-0.19544306,0.2438997
2014-12-29,0.14090325,0.25220256
2014-12-30,0.2747911,0.2432119
2014-12-31,0.12927937,0.23740836
2015-01-01,-0.17754753,0.22915686
2015-01-02,0.00194956,0.23662657
2015-01-05,0.30563589,0.22598037
2015-01-06,-0.19762797,0.22189793
2015-01-07,0.32487773,0.23195097
2015-01-08,0.09953442,0.22786135
2015-01-09,-0.03896471,0.21964833
2015-01-12,-0.18420135,0.21383795
2015-01-13,-0.0852089,0.22303978
2015-01-14,0.34499341,0.22156061
2015-01-15,-0.06860242,0.21853637
2015-01-16,-0.08306006,0.21570194
2015-01-19,-0.11635895,0.21448089
2015-01-20,-0.10983103,0.21667589
2015-01-21,-0.16266655,0.21807024
2015-01-22,-0.22908719,0.22475417
2015-01-23,0.02835541,0.2379174
2015-01-26,-0.08235068,0.22769308
2015-01-27,-0.04945642,0.22562919
2015-01-28,0.21996122,0.22046136
2015-01-29,-0.02607877,0.21505429
2015-01-30,-0.43192383,0.2082822
2015-02-02,-0.02155477,0.24537545
2015-02-03,0.04086021,0.23622754
2015-02-04,-0.01588545,0.2263514
2015-02-05,-0.22158402,0.21788177
2015-02-06,0.10175183,0.230734
2015-02-09,0.07902931,0.22238034
2015-02-10,-0.03744568,0.2141201
2015-02-11,-0.2148062,0.20851057
2015-02-12,-0.22425826,0.22129756
2015-02-13,0.24260494,0.23419325
2015-02-16,-0.01640755,0.22834817
2015-02-17,-0.6070239,0.21980173
2015-02-18,-0.47102976,0.27708708
2015-02-19,-0.0922776,0.31265551
2015-02-20,-0.11750105,0.30581035
2015-02-23,-0.00964003,0.30192598
2015-02-24,0.0505877,0.28784598
2015-02-25,-0.43451581,0.27474028
2015-02-26,0.32871241,0.30641154
2015-02-27,0.38910058,0.29738324
2015-03-02,-0.16844038,0.29015767
2015-03-03,0.20550296,0.29245938
2015-03-04,-0.49110024,0.28201135
2015-03-05,0.10418929,0.3194216
2015-03-06,-0.15281309,0.30516163
2015-03-09,-0.10132482,0.30483001
2015-03-10,-0.16744924,0.29942156
2015-03-11,0.08200344,0.3009653
2015-03-12,-0.15061916,0.28756232
2015-03-13,0.20354048,0.28825577
2015-03-16,0.21639849,0.27805744
2015-03-17,-0.49633082,0.26880056
2015-03-18,0.18741791,0.30797035
2015-03-19,0.03485062,0.29610385
2015-03-20,-0.69592098,0.28213476
2015-03-23,-0.45032705,0.34359415
2015-03-24,0.09122849,0.37128799
2015-03-25,-0.64561693,0.35307891
2015-03-26,-0.4068119,0.40159786
2015-03-27,-0.07049719,0.41992258
2015-03-30,0.32800818,0.40313989
2015-03-31,-0.54376011,0.38711076
2015-04-01,-0.23154125,0.42125381
2015-04-02,0.24331246,0.42012905
2015-04-03,-0.61276446,0.4012057
2015-04-06,0.44724212,0.44166223
2015-04-07,-0.14557953,0.4250168
2015-04-08,-0.14362155,0.41511868
2015-04-09,0.41825269,0.40578289
2015-04-10,0.24104172,0.39129307
2015-04-13,-0.50748103,0.374476
2015-04-14,0.32223436,0.40576331
2015-04-15,0.02575533,0.38942754
2015-04-16,0.17355267,0.36864963
2015-04-17,0.24520548,0.35220175
2015-04-20,0.07088741,0.33831665
2015-04-21,0.17679195,0.32208987
2015-04-22,0.14265482,0.30903307
2015-04-23,-0.42468267,0.29623331
2015-04-24,0.69952378,0.32503785
2015-04-27,0.61599611,0.32196475
2015-04-28,-0.57701205,0.31746085
2015-04-29,-0.244847,0.36146149
2015-04-30,0.50233532,0.36625455
2015-05-01,0.4165557,0.35632088
2015-05-04,0.30240593,0.34544527
2015-05-05,0.5259301,0.33314688
2015-05-06,-0.35301446,0.32607335
2015-05-07,0.02847593,0.34477406
2015-05-08,-0.20398225,0.32728164
2015-05-11,0.07894341,0.33049041
2015-05-12,-0.02431046,0.31497094
2015-05-13,-0.86498986,0.30138829
2015-05-14,-0.4679549,0.38164388
2015-05-15,-0.36194965,0.40807356
2015-05-18,-0.38006775,0.42121538
2015-05-19,-0.73590107,0.43517095
2015-05-20,-0.19947006,0.48616808
2015-05-21,0.09685791,0.47678668
2015-05-22,-0.88799332,0.45075919
2015-05-25,0.2402931,0.51746182
2015-05-26,-0.9282841,0.4909724
2015-05-27,-0.4014616,0.5582165
2015-05-28,0.59520246,0.56305618
2015-05-29,0.06935408,0.53969174
2015-06-01,0.50413239,0.50820875
2015-06-02,-0.97197226,0.48748393
2015-06-03,0.34149761,0.56007703
2015-06-04,0.01417972,0.53211088
2015-06-05,0.05318007,0.50019181
2015-06-08,0.14354572,0.4715199
2015-06-09,-0.01333009,0.44678304
2015-06-10,0.29072341,0.42252029
2015-06-11,0.24466375,0.40432339
2015-06-12,0.33125653,0.38660881
2015-06-15,0.10222582,0.37186884
2015-06-16,0.96284459,0.35382672
2015-06-17,-0.7172401,0.35389276
2015-06-18,-0.11445264,0.41056142
2015-06-19,-0.63033172,0.39872833
2015-06-22,-0.35484648,0.44134662
2015-06-23,-0.44803603,0.45108594
2015-06-24,0.22044814,0.46964177
2015-06-25,0.41247886,0.44650967
2015-06-26,0.38363913,0.42882513
2015-06-29,0.19508419,0.41193349
2015-06-30,-0.31328318,0.39270427
2015-07-01,0.39770502,0.40206069
2015-07-02,0.02454224,0.38745298
2015-07-03,0.37586867,0.36679719
2015-07-06,-0.29675223,0.35437167
2015-07-07,0.23425007,0.36500809
2015-07-08,0.72441233,0.34998669
2015-07-09,-0.07324465,0.34559645
2015-07-10,-0.08740422,0.33455521
2015-07-13,0.28270074,0.32568028
2015-07-14,0.22229764,0.31440915
2015-07-15,0.32492009,0.3027653
2015-07-16,0.29864027,0.29391704
2015-07-17,0.02481882,0.28517063
2015-07-20,0.23682518,0.27175492
2015-07-21,-0.19245714,0.26331867
2015-07-22,0.31066018,0.26995513
2015-07-23,-0.41934664,0.26307502
2015-07-24,0.30040834,0.29402403
2015-07-27,-0.18528652,0.28530456
2015-07-28,0.07581645,0.28965477
2015-07-29,0.02831506,0.276908
2015-07-30,-0.06110738,0.26411646
2015-07-31,0.20826235,0.25756383
2015-08-03,-0.33949738,0.24952166
2015-08-04,0.37988009,0.27273195
2015-08-05,0.1143665,0.26701642
2015-08-06,-0.40772422,0.25653441
2015-08-07,-0.41482479,0.28672544
2015-08-10,-0.30075261,0.31522636
2015-08-11,0.36600484,0.32927192
2015-08-12,-0.0871964,0.31935849
2015-08-13,0.17080768,0.31154402
2015-08-14,0.18770443,0.29910985
2015-08-17,-0.46650675,0.28786183
2015-08-18,-0.52096293,0.32199937
2015-08-19,-0.20545539,0.35927816
2015-08-20,-0.12518325,0.36026475
2015-08-21,0.57632064,0.35321903
2015-08-24,-0.32574607,0.34568127
2015-08-25,-0.01765497,0.35999199
2015-08-26,-0.52100125,0.3425792
2015-08-27,-0.74331693,0.37807685
2015-08-28,0.2220128,0.43538674
2015-08-31,-0.03953778,0.41490507
2015-09-01,-1.15347904,0.39553747
2015-09-02,0.48521257,0.50044353
2015-09-03,0.00916203,0.47996793
2015-09-04,0.23681831,0.45203937
2015-09-07,0.46534679,0.43057155
2015-09-08,-0.07246751,0.41512003
2015-09-09,-0.48181048,0.39888802
2015-09-10,-0.43300592,0.42535573
2015-09-11,-0.43592428,0.44447397
2015-09-14,0.41276437,0.46231788
2015-09-15,-0.01857969,0.44342385
2015-09-16,-0.16740306,0.41991335
2015-09-17,-0.63629858,0.41254284
2015-09-18,-0.50229698,0.45457334
2015-09-21,0.45592869,0.478517
2015-09-22,-0.05536054,0.45919565
2015-09-23,0.72883824,0.43797563
2015-09-24,-0.02131841,0.42706812
2015-09-25,-0.0550977,0.40505458
2015-09-28,-1.07255404,0.3879099
2015-09-29,-0.26822492,0.48361336
2015-09-30,-0.04181933,0.48122736
2015-10-01,-0.46585242,0.45701702
2015-10-02,-0.28892129,0.47693501
2015-10-05,0.03840061,0.47714928
2015-10-06,0.39352474,0.4499898
2015-10-07,-0.64800828,0.43167482
2015-10-08,-0.29536635,0.4732665
2015-10-09,-0.16616291,0.47442053
2015-10-12,0.4791727,0.46270744
2015-10-13,0.2417639,0.44505902
2015-10-14,0.16134866,0.42421854
2015-10-15,0.22957289,0.4034254
2015-10-16,-0.44644815,0.3854892
2015-10-19,-0.55874216,0.40930854
2015-10-20,1.15587289,0.44315387
2015-10-21,0.09538467,0.44025145
2015-10-22,0.05385712,0.41699481
2015-10-23,-0.07499112,0.39470401
2015-10-26,-0.0671498,0.38024046
2015-10-27,-0.33880433,0.36609088
2015-10-28,0.0615748,0.38016582
2015-10-29,-0.1063943,0.36074599
2015-10-30,-0.51082276,0.35182775
2015-11-02,0.31271988,0.38541104
2015-11-03,0.53129149,0.370403
2015-11-04,0.05612199,0.3607286
2015-11-05,0.49971156,0.34261708
2015-11-06,-0.28294598,0.33435023
2015-11-09,-0.03491967,0.34509361
2015-11-10,0.13050705,0.33039877
2015-11-11,0.11691595,0.31587016
2015-11-12,-0.42892894,0.30210164
2015-11-13,-0.17112594,0.33088945
2015-11-16,-0.87530756,0.3305346
2015-11-17,0.24172102,0.408609
2015-11-18,-0.21458546,0.39051851
2015-11-19,0.00749637,0.39006237
2015-11-20,0.35522371,0.36889225
2015-11-23,0.12816961,0.35591512
2015-11-24,-0.46421186,0.33952207
2015-11-25,0.09710151,0.36905907
2015-11-26,0.00759074,0.35112369
2015-11-27,-0.28581437,0.33278152
2015-11-30,-0.15348279,0.34394033
2015-12-01,0.0422269,0.34087846
2015-12-02,0.22546761,0.32392451
2015-12-03,0.02802403,0.31167403
2015-12-04,0.00705986,0.29650167
2015-12-07,-0.08580981,0.28197626
2015-12-08,-0.13339578,0.27662962
2015-12-09,-0.15308946,0.27636191
2015-12-10,0.13603589,0.27808734
2015-12-11,-0.22203091,0.26727919
2015-12-14,0.13063808,0.27668122
2015-12-15,0.5908477,0.26586411
2015-12-16,0.03524296,0.26478165
2015-12-17,0.17420222,0.2529323
2015-12-18,0.28478946,0.24453671
2015-12-21,-0.02986141,0.23884167
2015-12-22,-0.58498889,0.23091927
2015-12-23,0.13834173,0.28424663
2015-12-24,0.30042314,0.27306596
2015-12-25,-0.04858467,0.26577656
2015-12-28,-0.37020677,0.25789462
2015-12-29,0.32553754,0.28381457
2015-12-30,-0.2429298,0.27628386
2015-12-31,0.01271254,0.28720365
2016-01-01,-0.15959105,0.27341948
2016-01-04,0.11913917,0.2760054
2016-01-05,-0.13895989,0.2650129
2016-01-06,-0.07200671,0.26610378
2016-01-07,0.04795871,0.26048262
2016-01-08,0.08603533,0.24916112
2016-01-11,-0.13864713,0.23931359
2016-01-12,-0.15839167,0.2421204
2016-01-13,0.41790734,0.24674218
2016-01-14,0.15590552,0.24351582
2016-01-15,0.32037729,0.23538283
2016-01-18,0.12463963,0.23098215
2016-01-19,0.5412938,0.22305422
2016-01-20,-0.42321407,0.22383956
2016-01-21,-0.04995644,0.25854515
2016-01-22,0.21836616,0.25127858
2016-01-25,0.31637567,0.24384739
2016-01-26,-0.11371069,0.23881541
2016-01-27,-0.29672967,0.23914553
2016-01-28,-0.02082168,0.25849866
2016-01-29,-0.06278211,0.24841947
2016-02-01,0.24266063,0.24307373
2016-02-02,0.08980212,0.23665277
2016-02-03,0.15216348,0.22768912
2016-02-04,0.10894481,0.22050409
2016-02-05,-0.18645781,0.21293932
2016-02-08,0.28889227,0.22243766
2016-02-09,-0.10350069,0.2182535
2016-02-10,-0.25189287,0.2189096
2016-02-11,0.23006915,0.23491997
2016-02-12,-0.40893808,0.2287836
2016-02-15,0.44849646,0.26142614
2016-02-16,-0.0766249,0.25782278
2016-02-17,0.01556386,0.25320981
2016-02-18,0.07222838,0.24174774
2016-02-19,0.12678991,0.23211727
2016-02-22,-0.20183797,0.22415813
2016-02-23,-0.53235195,0.23449548
2016-02-24,0.25029255,0.28106635
2016-02-25,0.09697501,0.27226148
2016-02-26,0.49911319,0.26109502
2016-02-29,0.27346349,0.25851433
2016-03-01,-0.25175315,0.2516755
2016-03-02,0.3169779,0.26530574
2016-03-03,0.52413723,0.25886146
2016-03-04,0.66012123,0.25692769
2016-03-07,-0.16492443,0.25783924
2016-03-08,-0.36298848,0.26204732
2016-03-09,0.08505235,0.28684568
2016-03-10,0.35576571,0.27446668
2016-03-11,0.22658549,0.26816183
2016-03-14,-0.1481361,0.25976847
2016-03-15,0.1467648,0.26214341
2016-03-16,0.34872229,0.25260914
2016-03-17,0.34499137,0.24763292
2016-03-18,-0.03132866,0.24291281
2016-03-21,0.13435105,0.23486813
2016-03-22,0.27874779,0.22687832
2016-03-23,-0.36242865,0.22221084
2016-03-24,-0.16065478,0.25012117
2016-03-25,0.26978844,0.2544266
2016-03-28,0.05311645,0.24778743
2016-03-29,0.15212831,0.23739798
2016-03-30,-0.1367687,0.22958868
2016-03-31,-0.21280354,0.23285607
2016-04-01,0.04412807,0.24373571
2016-04-04,0.38806063,0.23343748
2016-04-05,-0.15636355,0.23049586
2016-04-06,0.16940858,0.23569802
2016-04-07,-0.52523551,0.22833299
2016-04-08,0.0338721,0.2746523
2016-04-11,0.0025639,0.26211822
2016-04-12,-0.41813664,0.24982173
2016-04-13,-0.40340136,0.2817392
2016-04-14,0.48099809,0.30939114
2016-04-15,-0.56046308,0.30312435
2016-04-18,0.03742856,0.34654399
2016-04-19,-0.10373292,0.32909533
2016-04-20,0.37473423,0.32220481
2016-04-21,-0.18160125,0.31296168
2016-04-22,0.05905469,0.31495721
2016-04-25,0.27290104,0.30014753
2016-04-26,-0.13825349,0.2904723
2016-04-27,-0.39325255,0.2897251
2016-04-28,0.20212929,0.31562207
2016-04-29,-0.37058923,0.30350528
2016-05-02,0.25454644,0.32585355
2016-05-03,-0.4600916,0.31402706
2016-05-04,-0.02336015,0.34524474
2016-05-05,0.21975313,0.32943424
2016-05-06,-0.1501119,0.31668493
2016-05-09,0.52156175,0.31526075
2016-05-10,-0.13041848,0.30937551
2016-05-11,0.27289351,0.30651667
2016-05-12,-0.08586194,0.29639954
2016-05-13,0.23322311,0.29006319
2016-05-16,-0.4747677,0.28031448
2016-05-17,-0.32497863,0.31602637
2016-05-18,0.32797443,0.33255057
2016-05-19,-0.09910439,0.32166735
2016-05-20,-0.32679637,0.3148529
2016-05-23,0.31368893,0.33165895
2016-05-24,-0.08077992,0.32056286
2016-05-25,-0.1193529,0.31203798
2016-05-26,0.46402836,0.30789633
2016-05-27,0.03501634,0.30140213
2016-05-30,-0.19611122,0.28707262
2016-05-31,-0.26536371,0.29239753
2016-06-01,-0.07726787,0.30446743
2016-06-02,-0.35753766,0.29673056
2016-06-03,-0.27288822,0.31821161
2016-06-06,-0.19291749,0.32913516
2016-06-07,-0.26333305,0.33109284
2016-06-08,-0.10115559,0.34006306
2016-06-09,-0.42929918,0.3321338
2016-06-10,-0.69691647,0.35849957
2016-06-13,-0.34694401,0.41237199
2016-06-14,0.06890028,0.42362512
2016-06-15,0.26707579,0.40112206
2016-06-16,0.3478529,0.38407469
2016-06-17,0.26137198,0.36984115
2016-06-20,0.41106764,0.35498846
2016-06-21,0.12033487,0.34410309
2016-06-22,-0.23223667,0.32840718
2016-06-23,-0.3405712,0.33439793
2016-06-24,0.32674024,0.35113682
2016-06-27,-0.01615959,0.33889858
2016-06-28,0.08774259,0.32285353
2016-06-29,0.01143963,0.30803911
2016-06-30,-0.26438462,0.29280316
2016-07-01,-0.02691584,0.30474107
2016-07-04,0.05041492,0.29211838
2016-07-05,-0.23732664,0.27871846
2016-07-06,0.49068106,0.28887963
2016-07-07,0.02022945,0.28423335
2016-07-08,-0.09770888,0.27079365
2016-07-11,0.1529112,0.26738197
2016-07-12,0.09620395,0.25761726
2016-07-13,0.063212,0.2474098
2016-07-14,-0.1811011,0.23723849
2016-07-15,-0.00168189,0.24452151
2016-07-18,0.33752049,0.23352353
2016-07-19,0.3495986,0.22958042
2016-07-20,0.48658806,0.2261306
2016-07-21,0.19393459,0.22562065
2016-07-22,0.26696358,0.21937831
2016-07-25,0.01630961,0.21495908
2016-07-26,0.13573193,0.20596029
2016-07-27,-0.0788096,0.19982382
2016-07-28,-0.32639742,0.19918462
2016-07-29,0.13864916,0.22486945
2016-08-01,-0.21658355,0.2176024
2016-08-02,-0.46798915,0.22994517
2016-08-03,-0.17077685,0.2693177
2016-08-04,-0.2612193,0.2733222
2016-08-05,0.33947275,0.28636725
2016-08-08,0.53472029,0.27893329
2016-08-09,-0.26272966,0.2758417
2016-08-10,-0.29059284,0.28885967
2016-08-11,-0.26705457,0.30383389
2016-08-12,-0.01583861,0.3152293
2016-08-15,0.16702934,0.30081909
2016-08-16,-0.11467167,0.28905558
2016-08-17,-0.07185045,0.28606431
2016-08-18,0.32898249,0.27907182
2016-08-19,-0.27543397,0.27193153
2016-08-22,0.14887199,0.28657283
2016-08-23,-0.12294673,0.27543643
2016-08-24,0.06620725,0.27420906
2016-08-25,0.24681674,0.26232263
2016-08-26,-0.20448198,0.25471205
2016-08-29,0.10875868,0.26319194
2016-08-30,0.03711008,0.25285667
2016-08-31,0.36014987,0.24182951
2016-09-01,-0.22219905,0.23778908
2016-09-02,-0.64257344,0.24930609
2016-09-05,0.11152422,0.30776238
2016-09-06,-0.0909823,0.29445449
2016-09-07,-0.63631437,0.28875471
2016-09-08,0.02658495,0.34236932
2016-09-09,-0.73107079,0.32501223
2016-09-12,0.06257255,0.3862054
2016-09-13,0.47236125,0.366362
2016-09-14,0.02617518,0.35583772
2016-09-15,0.05297969,0.33750986
2016-09-16,-0.15582757,0.32099951
2016-09-19,-0.37068599,0.31983456
2016-09-20,0.19882831,0.34090232
2016-09-21,-0.18595341,0.32693664
2016-09-22,-0.41375078,0.32835503
2016-09-23,0.52605052,0.35335285
2016-09-26,-0.34318256,0.34482282
2016-09-27,0.53600192,0.36102115
2016-09-28,0.25722493,0.35212631
2016-09-29,-0.16310773,0.33847764
2016-09-30,0.48620698,0.33677035
