date,rv_daily,rv_weekly,rv_monthly,close_return
2014-06-26,0.637508401,0.6379208707,0.7085836212,1.15136842
2014-06-27,0.6337952785,0.6912030253,0.7120640538,0.10843124
2014-06-30,0.8747598168,0.7517725989,0.722658865,-0.4516298
2014-07-01,0.3392718361,0.6539958006,0.6937140942,-0.18476449
2014-07-02,0.6934395723,0.6357549809,0.6825378126,0.30756268
2014-07-03,0.6787580923,0.6440049192,0.678173469,0.47854311
2014-07-04,0.6902427655,0.6552944166,0.6707805591,0.68491635
2014-07-07,0.7896859604,0.6382796453,0.6644658583,0.5256128
2014-07-08,0.845118532,0.7394489845,0.673227151,-0.18268842
2014-07-09,0.5537991478,0.7115208996,0.6671633157,0.31365019
2014-07-10,0.816736169,0.7391165149,0.6779085852,-1.63612523
2014-07-11,0.4654102792,0.6941500177,0.6652985574,-1.13184829
2014-07-14,0.6148659024,0.6591860061,0.6659649506,0.92646193
2014-07-15,0.5426137058,0.5986850408,0.6525410643,0.47077375
2014-07-16,0.4382501552,0.5755752423,0.6493679909,-0.12213892
2014-07-17,0.5252916931,0.5172863471,0.6436715617,0.22893357
2014-07-18,0.2629118117,0.4767866536,0.6156343038,0.40880244
2014-07-21,0.8043650505,0.5146864833,0.6254054601,1.0663268
2014-07-22,0.6030106523,0.5267658726,0.6361157395,-0.75199667
2014-07-23,0.4689549374,0.532906829,0.6314358753,-0.12681665
2014-07-24,0.4375491364,0.5153583177,0.6136810257,0.06716384
2014-07-25,0.5517752791,0.5731310111,0.6030960989,0.59090267
2014-07-28,0.5666956989,0.5255971408,0.5998773397,-0.51785994
2014-07-29,0.604498466,0.5258947036,0.5985456664,-0.82640661
2014-07-30,0.6163411406,0.5553719442,0.5867993629,-0.93740788
2014-07-31,0.6290615617,0.5936744292,0.5999716232,0.58552798
2014-08-01,0.4385190369,0.5710231808,0.5883843261,0.54230419
2014-08-04,0.4591682863,0.5495176983,0.5784029713,0.22155794
2014-08-05,0.5107854643,0.530775098,0.5702458212,-1.08468001
2014-08-06,0.3531795648,0.4781427828,0.5504046214,0.32059898
2014-08-07,0.3422974961,0.4207899697,0.5275491198,0.50057688
2014-08-08,0.3199557999,0.3970773223,0.5169198767,0.48996001
2014-08-11,0.6289370281,0.4310310707,0.5083835521,-0.25459423
2014-08-12,0.7244472941,0.4737634366,0.5201579619,-0.35105664
2014-08-13,0.6480143669,0.532730397,0.5216647103,-0.86672684
2014-08-14,0.4923346951,0.5627378368,0.5193793007,0.69991047
2014-08-15,0.7318330556,0.645113288,0.532723978,0.24665868
2014-08-18,0.6247999651,0.6442858754,0.5372470813,0.33163722
2014-08-19,0.598869456,0.6191703077,0.5525178833,-1.55369678
2014-08-20,0.4732048507,0.5842084045,0.5374651469,-0.59017765
2014-08-21,0.5057416299,0.5868897915,0.5330438277,0.6198419
2014-08-22,0.5418609593,0.5488953722,0.5363577378,0.41261995
2014-08-25,0.3921360429,0.5023625878,0.5342935063,-0.21708655
2014-08-26,0.4192738889,0.4664434744,0.5282707158,-0.18741636
2014-08-27,0.6954810479,0.5108987138,0.5341245953,-0.30901407
2014-08-28,0.6254763214,0.5348456521,0.5350781342,-0.21559656
2014-08-29,0.5888151546,0.5442364911,0.533826953,-0.71864356
2014-09-01,0.305021928,0.5268136681,0.5190978788,0.1103337
2014-09-02,0.4942294715,0.5418047847,0.5216301712,0.61537977
2014-09-03,0.4559596206,0.4939004992,0.5214843228,0.37400055
2014-09-04,0.3290229273,0.4346098204,0.5132223893,0.03521069
2014-09-05,0.2794305148,0.3727328924,0.5098701598,0.26362049
2014-09-08,0.5773979867,0.4272081042,0.5205565457,-0.77042457
2014-09-09,0.4937790461,0.4271180191,0.5284576023,1.0282354
2014-09-10,0.5501222636,0.4459505477,0.524875113,-0.10172847
2014-09-11,0.5525884834,0.490663659,0.5170633489,0.51797048
2014-09-12,0.6103871947,0.5568549949,0.5153530229,-1.47767251
2014-09-15,0.5055367959,0.5424827567,0.5159531184,0.55065664
2014-09-16,0.6010636004,0.5639396676,0.5100090523,0.04655953
2014-09-17,0.4004087866,0.5339969722,0.4998094532,-0.01803578
2014-09-18,0.2898048494,0.4814402454,0.485761062,-0.22235828
2014-09-19,0.5867676491,0.4767163363,0.4909230074,0.911905
2014-09-22,0.4344872185,0.4625064208,0.4876841705,0.13787043
2014-09-23,0.3581532135,0.4139243434,0.4793338185,0.72283817
2014-09-24,0.3396031562,0.4017632174,0.47694596,-0.80607015
2014-09-25,0.4711288021,0.4380280079,0.4793030015,-0.9732309
2014-09-26,0.5952201644,0.439718511,0.4747456886,-0.59556752
2014-09-29,0.2908628062,0.4109936285,0.4595359834,-0.55220712
2014-09-30,0.2506143021,0.3894858462,0.4441632173,-0.44073701
2014-10-01,0.3129722787,0.3841596707,0.4445245969,0.72041314
2014-10-02,0.378022836,0.3655384775,0.4392424771,0.45784082
2014-10-03,0.471050651,0.3407045748,0.4399284331,0.31779648
2014-10-06,0.667824453,0.4160969042,0.4553285024,-1.42348471
2014-10-07,0.4237864366,0.4507313311,0.4618901352,-0.13278953
2014-10-08,0.6681649987,0.5217698751,0.4660159085,0.65341877
2014-10-09,0.5022019861,0.5466057051,0.4663987694,1.33766088
2014-10-10,0.7447655276,0.6013486804,0.4752461905,0.68534781
2014-10-13,0.5094021252,0.5696642148,0.4732831742,-0.09046787
2014-10-14,0.2948726946,0.5438814664,0.458941606,0.23127206
2014-10-15,0.5790401201,0.5260564907,0.4622826662,0.97967634
2014-10-16,0.4733118766,0.5202784688,0.4564757697,-0.37786027
2014-10-17,0.5185214773,0.4750296588,0.4618445283,1.18493648
2014-10-20,0.5264791485,0.4784450634,0.472602451,0.42519748
2014-10-21,0.6997454836,0.5594196212,0.4777378071,-0.03241941
2014-10-22,0.5060394053,0.5448194783,0.4809901793,-0.52546378
2014-10-23,0.7956360771,0.6092843184,0.500875764,0.1752956
2014-10-24,0.648836609,0.6353473447,0.51493183,0.14071204
2014-10-27,0.4021691159,0.6104853382,0.5117972988,0.15577771
2014-10-28,0.380137772,0.5465637959,0.5020208264,0.34654016
2014-10-29,0.5170145476,0.5487588243,0.512300451,-0.26006546
2014-10-30,0.8566121655,0.560954042,0.5398458085,0.33049813
2014-10-31,0.5640363663,0.5439939935,0.5512578124,0.51586119
2014-11-03,0.3661421553,0.5367886013,0.5507177815,-0.07988084
2014-11-04,0.4263947407,0.5460399951,0.5486879674,-0.79494302
2014-11-05,0.8000034349,0.6026377725,0.5546961029,-0.72636924
2014-11-06,0.92731302,0.6167779434,0.5775836749,-0.9838045
2014-11-07,0.7522848269,0.6544276356,0.5814073035,0.63469141
2014-11-10,0.6323160082,0.7076624061,0.5873215772,-0.6653883
2014-11-11,0.5376989205,0.7299232421,0.5779094587,-0.07350765
2014-11-12,0.5664253778,0.6832076307,0.5805014247,-0.52440802
2014-11-13,0.4753969121,0.5928244091,0.588707071,-0.23272939
2014-11-14,0.4385371593,0.5300748756,0.5823205727,-0.15646979
2014-11-17,0.6980740277,0.5432264795,0.5925370342,-1.17572651
2014-11-18,0.3641299334,0.5085126821,0.5855192367,-0.78823823
2014-11-19,0.5910919122,0.5134459889,0.5884561805,-0.32094027
2014-11-20,0.5189533345,0.5221572734,0.5802383556,-0.46781479
2014-11-21,0.5038360982,0.5352170612,0.5801382052,-0.00645666
2014-11-24,0.5674611283,0.5090944813,0.5697666167,0.57089361
2014-11-25,0.6685177932,0.5699720533,0.5706612159,0.53657544
2014-11-26,0.6518737514,0.5821284211,0.5820114266,-0.45127082
2014-11-27,0.5586333923,0.5900644327,0.5901248639,-0.0537953
2014-11-28,0.4956557886,0.5884283708,0.5891540112,0.43659869
2014-12-01,0.7487796553,0.6246920762,0.5842525335,0.552222
2014-12-02,0.8652400319,0.6640365239,0.5979436092,-0.97952303
2014-12-03,0.7586903935,0.6853998523,0.615786711,1.10373237
2014-12-04,0.8600873907,0.745690652,0.6355000132,-0.56861783
2014-12-05,0.8232161739,0.8112027291,0.6365551377,-0.68770618
2014-12-08,0.6458888569,0.7906245694,0.6237631303,-0.44765383
2014-12-09,0.9663808785,0.8108527387,0.633494769,2.34457283
2014-12-10,1.1198225811,0.8830791762,0.6556541587,-0.49067464
2014-12-11,0.8441671527,0.8798951286,0.6695845329,0.82464882
2014-12-12,0.7034819399,0.8559482818,0.6758143766,-0.56998584
2014-12-15,1.2640412009,0.9795787506,0.7116618443,-0.4173963
2014-12-16,0.6276733777,0.9118372505,0.7202589451,0.93667113
2014-12-17,0.4391812727,0.7757089888,0.7084910926,0.53951453
2014-12-18,0.3937888431,0.6856333269,0.7098392249,0.78283768
2014-12-19,0.5457413316,0.6540852052,0.7077778349,-0.26010164
2014-12-22,0.7862399951,0.558524964,0.7199272285,1.99235724
2014-12-23,0.8680699857,0.6066042856,0.7364833143,-1.12892348
2014-12-24,0.706830261,0.6601340833,0.7428182749,0.09869357
2014-12-25,0.6644982368,0.714275962,0.7426355678,0.07475447
2014-12-26,0.6498542409,0.7350985439,0.7425437719,0.97696358
2014-12-29,0.6072317216,0.6992968892,0.7447527868,0.66985093
2014-12-30,0.5638824574,0.6384593835,0.747853999,0.66622706
2014-12-31,0.6011099887,0.6173153291,0.7411417415,0.04025772
2015-01-01,0.8436782909,0.6531513399,0.7401616623,-1.45275683
2015-01-02,0.5360849636,0.6303974845,0.7300432337,-1.02692041
2015-01-05,0.7483083485,0.6586128098,0.7249623681,-1.18777394
2015-01-06,0.7518556477,0.6962074479,0.7217187079,-0.11489351
2015-01-07,1.0346924995,0.78292395,0.7393916007,1.22430674
2015-01-08,0.6732296619,0.7488342242,0.7260665454,-1.93956096
2015-01-09,1.0510995379,0.8518371391,0.7229427707,0.26544617
2015-01-12,0.8384700639,0.8698694822,0.7226838121,0.90282316
2015-01-13,0.5468203511,0.8288624229,0.7155628308,0.92302034
2015-01-14,0.6438413075,0.7506921844,0.6873719266,0.25247018
2015-01-15,0.6160192249,0.7392500971,0.6868421924,0.40097892
2015-01-16,0.5528350036,0.6395971902,0.692008271,-1.4859929
2015-01-19,0.6790908271,0.6077213429,0.704976543,0.27905698
2015-01-20,0.5909739872,0.6165520701,0.7070325728,0.18737716
2015-01-21,1.0116861071,0.69012103,0.7172801234,0.28132034
2015-01-22,0.8822138032,0.7433599457,0.7179230242,-0.14021373
2015-01-23,0.5787352232,0.7485399896,0.7121005225,1.33116814
2015-01-26,0.6046506359,0.7336519513,0.709380177,-0.41554458
2015-01-27,1.5373308355,0.922923321,0.7497200222,-2.63936288
2015-01-28,1.2136571577,0.9633175311,0.7772848147,0.73931114
2015-01-29,1.1519404396,1.0172628584,0.804014723,-3.2602255
2015-01-30,1.3551993622,1.1725556862,0.8382915127,2.63314327
2015-02-02,1.2136153951,1.294348638,0.8551068356,0.21473141
2015-02-03,0.9965550908,1.1861934891,0.876037296,0.39515437
2015-02-04,0.9986156648,1.1431851905,0.8874149012,-0.72148529
2015-02-05,1.0254041896,1.1178779405,0.8998489259,-1.48627013
2015-02-06,0.7251318642,0.9918644409,0.8857779879,1.91799102
2015-02-09,0.8159201563,0.9123253931,0.8922639195,-1.48362139
2015-02-10,0.9788709034,0.9087885557,0.8889807997,0.99462428
2015-02-11,0.8014274288,0.8693509085,0.8872970436,-0.01773244
2015-02-12,0.5931870075,0.782907472,0.8894046189,0.6121337
2015-02-13,0.7987094506,0.7976229893,0.8964440799,-0.21350475
2015-02-16,0.6352295121,0.7614848605,0.8973172748,0.22886663
2015-02-17,0.3959032603,0.6448913318,0.8901840137,-1.40203636
2015-02-18,0.6337877698,0.6113634,0.8881247839,0.34690456
2015-02-19,0.7389398969,0.6405139779,0.894850507,-0.72675798
2015-02-20,0.5005503214,0.5808821521,0.8716170622,-0.78269588
2015-02-23,0.4042270429,0.5346816582,0.8498903913,0.63400783
2015-02-24,0.5400889862,0.5635188034,0.8481337442,-0.82597009
2015-02-25,0.6794282888,0.5726469073,0.8515327284,0.73362815
2015-02-26,0.748659492,0.5745908263,0.815684031,-0.56545323
2015-02-27,0.8198465974,0.6384500815,0.7977835509,0.51694625
2015-03-02,0.3763999799,0.6328846689,0.7625317119,-0.25087772
2015-03-03,0.4760195677,0.6200707852,0.7225689939,0.15596665
2015-03-04,0.7509415699,0.6343734414,0.7015383655,-1.12520855
2015-03-05,0.4710839039,0.5788583238,0.6776533116,-0.78993414
2015-03-06,0.8002913565,0.5749472756,0.6686385703,-0.69837578
2015-03-09,0.6644682743,0.6325609345,0.6522323923,-0.53183649
2015-03-10,0.7094572173,0.6792484644,0.6515199084,-0.65500916
2015-03-11,0.5725788131,0.643575913,0.6404589382,-0.39883132
2015-03-12,0.5942137433,0.6682018809,0.6229745218,0.49666649
2015-03-13,0.7531574949,0.6587751086,0.6207804339,0.35108334
2015-03-16,0.8222774684,0.6903369474,0.6311936367,-1.19199964
2015-03-17,0.8191602404,0.712277552,0.6321232181,0.20591562
2015-03-18,0.6639801093,0.7305578113,0.6334300634,0.27330693
2015-03-19,0.6082134169,0.733357746,0.6430805251,0.01616718
2015-03-20,1.0472635138,0.7921789498,0.6618748771,0.72772818
2015-03-23,0.7640994625,0.7805433486,0.6630184937,0.49065613
2015-03-24,0.5712506864,0.7309614378,0.6662321466,0.1494935
2015-03-25,0.6246335063,0.7230921172,0.6762506222,0.08328418
2015-03-26,0.6567122166,0.7327918771,0.6815516782,0.27575064
2015-03-27,0.7229245652,0.6679240874,0.6835287816,0.42902284
2015-03-30,0.6909431397,0.6532928228,0.6809053111,-1.2272428
2015-03-31,0.5100421713,0.6410511198,0.6668232917,0.74250127
2015-04-01,0.5064908672,0.617422592,0.6727365139,0.92952612
2015-04-02,0.4408867281,0.5742574943,0.6711395666,0.11087142
2015-04-03,0.5399524858,0.5376630784,0.6615491537,-0.18516154
2015-04-06,0.4097059467,0.4814156398,0.6587592466,-0.61727749
2015-04-07,0.5901156995,0.4974303455,0.6492058076,0.14309494
2015-04-08,0.8193604147,0.560004255,0.6562463594,1.38021794
2015-04-09,0.8432375728,0.6404744239,0.6623272847,0.57670789
2015-04-10,1.016753941,0.7358347149,0.6825170632,-0.27810026
2015-04-13,0.9253063469,0.838954795,0.697566727,0.05014671
2015-04-14,0.6907186035,0.8590753758,0.6947285956,-0.14971817
2015-04-15,1.1069913549,0.9166015638,0.7076701359,1.42700851
2015-04-16,0.8089261966,0.9097392886,0.7072049521,1.20760146
2015-04-17,0.9273838009,0.8918652606,0.7191778472,-0.21138631
2015-04-20,0.9283405628,0.8924721037,0.7337290811,-0.11041823
2015-04-21,0.8774391423,0.9298162115,0.7260097914,0.81074597
2015-04-22,0.7941305829,0.8672440571,0.7273748424,0.63179511
2015-04-23,0.9525763377,0.8959740853,0.7447078265,-0.28544086
2015-04-24,0.6237703666,0.8352513984,0.7446685929,-0.23507764
2015-04-27,0.5860651442,0.7667963147,0.7414573623,-0.39226081
2015-04-28,0.3752917538,0.666366837,0.7256558709,0.54875252
2015-04-29,0.4795350944,0.6034477393,0.7160464143,0.25534287
2015-04-30,0.6903510439,0.5510026806,0.7242422721,0.24834569
2015-05-01,0.5710457225,0.5404577518,0.7271765838,0.96349914
2015-05-04,0.3366449447,0.4905737118,0.7224383209,0.11647119
2015-05-05,0.3791616913,0.4913476994,0.7151296484,0.09983126
2015-05-06,0.6295130439,0.5213432893,0.7251208801,-0.92588076
2015-05-07,0.5382951192,0.4909321043,0.7227653992,0.23838554
2015-05-08,0.8004709488,0.5368171496,0.7219067871,-1.4782433
2015-05-11,0.6039793353,0.5902840277,0.7110314126,0.57584439
2015-05-12,0.7016172118,0.6547751318,0.6967070159,-1.96061507
2015-05-13,0.5704567,0.642963863,0.6805774865,-0.0861953
2015-05-14,0.2611181853,0.5875284763,0.6610501947,0.49090401
2015-05-15,0.3281099931,0.4930562851,0.6256464965,-0.25470243
2015-05-18,0.5293419139,0.4781288008,0.61293812,-0.05596885
2015-05-19,0.343142883,0.4064339351,0.5863817146,0.83904288
2015-05-20,0.3096574077,0.3542740766,0.558259753,-0.53014544
2015-05-21,0.4487782062,0.3918060808,0.538775165,0.29995724
2015-05-22,0.4529022829,0.4167645387,0.5232647877,-0.04379529
2015-05-25,0.3239300436,0.3756821647,0.4946899562,0.43669871
2015-05-26,0.3720593479,0.3814654576,0.4832485462,0.9174462
2015-05-27,0.3947566549,0.3984853071,0.4745527058,-0.2245354
2015-05-28,0.6416733419,0.4370643342,0.4866609598,0.3640719
2015-05-29,0.4977416771,0.4460322131,0.4874885318,1.3499795
2015-06-01,0.7257685571,0.5263999158,0.4890984187,0.39349599
2015-06-02,0.5684935966,0.5656867655,0.488982413,-1.91180494
2015-06-03,0.4099130171,0.568718038,0.4923127799,-0.54619438
2015-06-04,0.6061646848,0.5616163065,0.5026310978,1.44078886
2015-06-05,0.4452188104,0.5511117332,0.4942540872,-0.42026986
2015-06-08,0.4258110091,0.4911202236,0.4891411731,0.28015932
2015-06-09,0.5985716193,0.4971358281,0.4799639309,-0.35056915
2015-06-10,0.3762852007,0.4904102649,0.4696141975,1.43418017
2015-06-11,0.3584419892,0.4408657258,0.4540153237,0.53216487
2015-06-12,0.2890069112,0.4096233459,0.4412221515,-0.09761108
2015-06-15,0.4301064664,0.4104824374,0.448903437,0.00967728
2015-06-16,0.2834935081,0.3474668151,0.446875415,0.09125493
2015-06-17,0.3237223802,0.336954251,0.4375290725,1.38233622
2015-06-18,0.4110504959,0.3474759524,0.4406157822,0.77335044
2015-06-19,0.3873380763,0.3671421854,0.4441467217,0.30775068
2015-06-22,0.395329919,0.3601868759,0.4417172541,0.14758448
2015-06-23,0.406394739,0.3847671221,0.4396032748,0.53186733
2015-06-24,0.4486671876,0.4097560836,0.445273145,0.33215943
2015-06-25,0.3459480706,0.3967355985,0.4440862688,-0.87027722
2015-06-26,0.3111410878,0.3814962008,0.4402855612,0.37575196
2015-06-29,0.3224116675,0.3669125505,0.4257736669,0.37800981
2015-06-30,0.2927569212,0.344184987,0.416456178,0.2855942
2015-07-01,0.2781298945,0.3100775283,0.396108966,0.05095192
2015-07-02,0.2918317092,0.299254256,0.3835334257,0.5651811
2015-07-03,0.2412305685,0.2852721522,0.3758660417,1.12791229
2015-07-06,0.4081087453,0.3024115677,0.366863499,-0.05497934
2015-07-07,0.4271074758,0.3292816787,0.3660402565,0.10460027
2015-07-08,0.32397846,0.3384513918,0.3614115043,-0.3717499
2015-07-09,0.2859003965,0.3372651292,0.3471991759,-0.55527483
2015-07-10,0.2601640937,0.3410518343,0.3419209438,-0.49398219
2015-07-13,0.2679584674,0.3130217787,0.3378080564,-0.23206575
2015-07-14,0.2013917144,0.2678786264,0.3338255475,-0.47442142
2015-07-15,0.1748791196,0.2380587583,0.3222243045,0.72846667
2015-07-16,0.1606712684,0.2130129327,0.3166414754,0.00461521
2015-07-17,0.1822986345,0.1974398409,0.3102131233,0.1217484
2015-07-20,0.1564953044,0.1751472083,0.2986424328,0.1895912
2015-07-21,0.1547450713,0.1658178796,0.2880700235,0.30674003
2015-07-22,0.2388512079,0.1786122973,0.2809573548,0.5291071
2015-07-23,0.2263785065,0.1917537449,0.2727747988,-0.51346561
2015-07-24,0.2802271421,0.2113394464,0.2651184331,-0.41598689
2015-07-27,0.1916687495,0.2183741355,0.2581057366,-0.89768413
