date,returns,true_volatility
2014-04-22,0.00412604,0.00595604
2014-04-23,-0.0014273,0.00590697
2014-04-24,0.00304453,0.00578957
2014-04-25,-0.00337715,0.0057063
2014-04-28,-0.00166247,0.00568091
2014-04-29,-0.00173256,0.00558645
2014-04-30,-0.00617859,0.00550123
2014-05-01,0.00317626,0.00570105
2014-05-02,-0.00224259,0.00562969
2014-05-05,0.00046945,0.00555875
2014-05-06,0.00301639,0.00544234
2014-05-07,0.00280469,0.00538526
2014-05-08,0.00394305,0.0053248
2014-05-09,-0.00012398,0.00532034
2014-05-12,-0.00181091,0.00522306
2014-05-13,-1.205e-05,0.00516877
2014-05-14,-0.0081748,0.00508186
2014-05-15,-0.00764199,0.00555727
2014-05-16,-0.0074003,0.00589726
2014-05-19,-0.00574867,0.00616565
2014-05-20,0.00290037,0.00625447
2014-05-21,-0.00515213,0.00613171
2014-05-22,-0.00193667,0.00617901
2014-05-23,0.00826873,0.00605646
2014-05-26,-0.0018485,0.00631132
2014-05-27,0.00495545,0.00617676
2014-05-28,-0.00534602,0.00615457
2014-05-29,-0.00087654,0.00621378
2014-05-30,-0.00536049,0.00606353
2014-06-02,-0.00167925,0.00613287
2014-06-03,0.00544695,0.00600607
2014-06-04,-0.01001619,0.00603026
2014-06-05,0.00325767,0.00657807
2014-06-06,0.00193206,0.00644437
2014-06-09,-0.00333323,0.00628331
2014-06-10,-0.00857742,0.0062082
2014-06-11,0.0008731,0.00655901
2014-06-12,-0.00297659,0.00637704
2014-06-13,0.00186084,0.00627843
2014-06-16,0.00053389,0.00612713
2014-06-17,0.00996578,0.00597197
2014-06-18,-0.00113775,0.00642456
2014-06-19,-0.00601214,0.00626493
2014-06-20,0.00154099,0.00636445
2014-06-23,0.00176442,0.006202
2014-06-24,0.00862863,0.00605408
2014-06-25,0.00569951,0.00634587
2014-06-26,0.0026681,0.00635551
2014-06-27,0.00949943,0.00621842
2014-06-30,-0.00742352,0.00658123
2014-07-01,-0.00393008,0.00676838
2014-07-02,-0.00579407,0.00668491
2014-07-03,-0.00222175,0.00672572
2014-07-04,-0.00864998,0.00657374
2014-07-07,0.0047718,0.00688309
2014-07-08,-0.00110951,0.0067928
2014-07-09,-0.00931975,0.00660845
2014-07-10,-0.00669446,0.00698563
2014-07-11,0.00261541,0.00706637
2014-07-14,0.00616618,0.00687984
2014-07-15,0.01412267,0.00687257
2014-07-16,0.02288518,0.00771662
2014-07-17,0.00446319,0.00980478
2014-07-18,-0.00900335,0.00950276
2014-07-21,-0.01991037,0.00952623
2014-07-22,0.00329676,0.01082047
2014-07-23,-0.00807631,0.01042672
2014-07-24,-0.00387999,0.01030436
2014-07-25,-0.00570838,0.00997943
2014-07-28,-0.00097306,0.00975249
2014-07-29,0.01041124,0.00939158
2014-07-30,0.00188809,0.00947532
2014-07-31,-0.00104852,0.00913118
2014-08-01,-0.00871977,0.00880581
2014-08-04,-0.01445823,0.00887227
2014-08-05,-0.00423383,0.00952858
2014-08-06,-9.83e-05,0.009265
2014-08-07,0.01617668,0.00892382
2014-08-08,0.00166225,0.00968915
2014-08-11,0.00956944,0.00933049
2014-08-12,-0.00426912,0.00935142
2014-08-13,-0.01038381,0.0091007
2014-08-14,-0.00855906,0.00928288
2014-08-15,-0.00633866,0.0092918
2014-08-18,0.01987288,0.00914877
2014-08-19,-0.0081362,0.01039242
2014-08-20,0.00901694,0.01027675
2014-08-21,-0.00878799,0.01017579
2014-08-22,0.00983058,0.01012329
2014-08-25,0.00428538,0.01009319
2014-08-26,-0.00113002,0.00976789
2014-08-27,1.65e-05,0.00940808
2014-08-28,-0.00553144,0.00905857
2014-08-29,0.00436445,0.00888746
2014-09-01,-0.00353069,0.00863919
2014-09-02,-0.00990197,0.00840561
2014-09-03,-0.01061445,0.00861893
2014-09-04,0.00193211,0.00887725
2014-09-05,0.01392876,0.00856743
2014-09-08,0.00185704,0.00910698
2014-09-09,-0.00064201,0.00878308
2014-09-10,0.00282172,0.00847269
2014-09-11,0.01111359,0.00820335
2014-09-12,0.0022605,0.00848062
2014-09-15,-0.00296923,0.00819908
2014-09-16,0.00922142,0.00797388
2014-09-17,0.00387229,0.0080985
2014-09-18,0.01250694,0.00788337
2014-09-19,0.00193064,0.00835347
2014-09-22,-0.00948623,0.00807389
2014-09-23,-0.01093508,0.00828491
2014-09-24,0.01462492,0.00861632
2014-09-25,0.0163145,0.00923294
2014-09-26,-0.00138923,0.00996677
2014-09-29,-0.00327845,0.0095996
2014-09-30,0.0139876,0.00929737
2014-10-01,-0.01038624,0.00974327
2014-10-02,-0.00842089,0.00985875
2014-10-03,0.00670893,0.00980673
2014-10-06,-0.00338905,0.00960212
2014-10-07,0.00035235,0.00930329
2014-10-08,-0.00106427,0.0089589
2014-10-09,0.00331782,0.00864348
2014-10-10,0.01218988,0.00837657
2014-10-13,0.00119215,0.00874483
2014-10-14,0.00583126,0.00843444
2014-10-15,-0.01658021,0.00828234
2014-10-16,-5.439e-05,0.00932682
2014-10-17,-0.00717393,0.00898204
2014-10-20,-0.01046763,0.00891657
2014-10-21,-0.00761471,0.00912678
2014-10-22,-0.00263373,0.00907966
2014-10-23,0.00845041,0.00878959
2014-10-24,-0.01123818,0.00877431
2014-10-27,0.00067805,0.00907718
2014-10-28,-0.00383436,0.00874562
2014-10-29,-0.00239074,0.00851684
2014-10-30,0.00867693,0.00825417
2014-10-31,0.00486928,0.00830543
2014-11-03,0.01125436,0.00811602
2014-11-04,-0.00090067,0.00841825
2014-11-05,-0.00525918,0.00813168
2014-11-06,-0.00139416,0.00801468
2014-11-07,0.00228168,0.00775961
2014-11-10,0.00172813,0.00752168
2014-11-11,-0.00750377,0.00728869
2014-11-12,0.00107012,0.00740549
2014-11-13,0.00203692,0.00717228
2014-11-14,0.01793691,0.00696607
2014-11-17,0.0161322,0.00838226
2014-11-18,-0.00747756,0.00923249
2014-11-19,-0.00223441,0.00916689
2014-11-20,-0.01256812,0.00886139
2014-11-21,-0.00509106,0.00929574
2014-11-24,0.00326742,0.00908548
2014-11-25,0.01100017,0.0087906
2014-11-26,-0.00615401,0.00898938
2014-11-27,-0.00539474,0.00885847
2014-11-28,-0.01826985,0.00869462
2014-12-01,-0.00121177,0.00990847
2014-12-02,-0.00973755,0.00954199
2014-12-03,-0.0046941,0.00962168
2014-12-04,-0.0078173,0.00937127
2014-12-05,-0.00047831,0.00931766
2014-12-08,-0.0153772,0.0089759
2014-12-09,-0.01387861,0.00973291
2014-12-10,0.02211562,0.01019873
2014-12-11,-0.01449622,0.01157058
2014-12-12,-0.01262735,0.01187775
2014-12-15,0.02240164,0.01197751
2014-12-16,0.03836368,0.01306809
2014-12-17,-0.01892924,0.01649862
2014-12-18,-0.00575202,0.01670616
2014-12-19,0.00589156,0.01607809
2014-12-22,0.02713351,0.01546454
2014-12-23,-0.01600389,0.01662236
2014-12-24,-0.0036635,0.01656691
2014-12-25,0.01275409,0.01589282
2014-12-26,0.00718513,0.01560639
2014-12-29,-0.00526514,0.01506061
2014-12-30,-0.00154147,0.01450778
2014-12-31,-0.0187172,0.01390447
2015-01-01,-0.003024,0.01437608
2015-01-02,-0.00327681,0.0138025
2015-01-05,0.0034796,0.01326442
2015-01-06,-0.0066762,0.01274239
2015-01-07,0.00623758,0.01237987
2015-01-08,0.01253966,0.01198724
2015-01-09,0.00226548,0.01200213
2015-01-12,0.00445459,0.0115267
2015-01-13,0.00099125,0.01112305
2015-01-14,0.0004009,0.01068247
2015-01-15,-0.0070059,0.01026376
2015-01-16,0.00359254,0.0100872
2015-01-19,-0.00054778,0.00974214
2015-01-20,0.02002889,0.0093776
2015-01-21,0.01707669,0.01059945
2015-01-22,0.00473087,0.01122434
2015-01-23,-0.00787654,0.01084655
2015-01-26,-0.01147936,0.01067893
2015-01-27,0.01326023,0.01079655
2015-01-28,0.00328792,0.01099115
2015-01-29,0.00548363,0.01058773
2015-01-30,-0.01752587,0.01027514
2015-02-02,0.01069764,0.01110331
2015-02-03,0.00542276,0.01105311
2015-02-04,-0.01149219,0.01070953
2015-02-05,-0.00470436,0.01082523
2015-02-06,0.00316869,0.01049872
2015-02-09,0.00093097,0.0101201
2015-02-10,-0.00244355,0.0097325
2015-02-11,-0.0005727,0.00939912
2015-02-12,-0.00188131,0.00905363
2015-02-13,0.00173444,0.00874685
2015-02-16,0.01282206,0.00844181
2015-02-17,-0.02236888,0.00887102
2015-02-18,-0.00213536,0.0107045
2015-02-19,0.00221977,0.01030959
2015-02-20,0.00333746,0.00992405
2015-02-23,-0.00316366,0.00958192
2015-02-24,-0.01589742,0.00927718
2015-02-25,0.00369743,0.01005328
2015-02-26,0.01717774,0.00971299
2015-02-27,-0.01567782,0.01048193
2015-03-02,0.00994763,0.0110527
2015-03-03,-0.00319822,0.01095263
2015-03-04,-0.00024812,0.0105688
2015-03-05,-0.01029509,0.01015776
2015-03-06,-0.00301972,0.01022471
2015-03-09,0.0132416,0.00987782
2015-03-10,0.00632714,0.01017263
2015-03-11,0.01759091,0.00992368
2015-03-12,0.01301307,0.01071254
2015-03-13,0.00518297,0.010893
2015-03-16,0.01879899,0.01055028
2015-03-17,0.00540284,0.01139616
2015-03-18,0.00953366,0.01103115
2015-03-19,-0.00283396,0.01090451
2015-03-20,0.00109966,0.01051396
2015-03-23,-0.00664824,0.01010611
2015-03-24,0.01021714,0.00992047
2015-03-25,-0.01131025,0.00993823
2015-03-26,0.00831488,0.0101168
2015-03-27,-0.00150317,0.00998248
2015-03-30,0.01166293,0.00961619
2015-03-31,0.0077492,0.00978759
2015-04-01,0.01795731,0.00964345
2015-04-02,0.00809181,0.01052555
2015-04-03,-0.01586507,0.01034647
2015-04-06,-0.00033368,0.01095807
2015-04-07,-0.01193758,0.01052688
2015-04-08,-0.0051463,0.01070136
2015-04-09,0.01611774,0.01040064
2015-04-10,0.00737514,0.01094082
2015-04-13,-0.00707302,0.01069208
2015-04-14,-0.01023193,0.01048806
2015-04-15,0.00074482,0.01051867
2015-04-16,-0.01189834,0.01010911
2015-04-17,-0.00652923,0.01032456
2015-04-20,0.00355645,0.01011652
2015-04-21,0.01168605,0.00976883
2015-04-22,0.00644275,0.0099263
2015-04-23,-0.02182489,0.00969973
2015-04-24,0.00382508,0.01125312
2015-04-27,0.0011814,0.01084778
2015-04-28,0.00471385,0.01042269
2015-04-29,0.01671046,0.01009179
2015-04-30,-0.02177005,0.01074527
2015-05-01,-0.00673964,0.0120785
2015-05-04,0.00735008,0.01176172
2015-05-05,-0.01771957,0.01145652
2015-05-06,0.01830739,0.0121328
2015-05-07,0.00507552,0.01269292
2015-05-08,0.01076363,0.0122417
2015-05-11,-0.0065097,0.01210224
2015-05-12,0.00998039,0.01177294
2015-05-13,0.01281316,0.01161768
2015-05-14,0.00312228,0.01168974
2015-05-15,0.00303578,0.01124475
2015-05-18,0.00332571,0.01082221
2015-05-19,-0.00860384,0.01042901
2015-05-20,-0.00112577,0.01034219
2015-05-21,-0.00111774,0.00995092
2015-05-22,0.00407325,0.00958087
2015-05-25,0.00967798,0.00927961
2015-05-26,-0.00945904,0.00931384
2015-05-27,-0.00077413,0.00939236
2015-05-28,0.01380592,0.00904916
2015-05-29,-0.00666976,0.00950762
2015-06-01,-0.00730277,0.00936792
2015-06-02,0.00227727,0.00927934
2015-06-03,0.00795895,0.00895202
2015-06-04,0.00050156,0.00888803
2015-06-05,0.0117848,0.00856669
2015-06-08,0.00799858,0.00886862
2015-06-09,0.0078201,0.00881435
2015-06-10,0.00524987,0.00875243
2015-06-11,0.02030004,0.0085494
2015-06-12,-0.00164848,0.00998473
2015-06-15,-0.01887531,0.00962071
2015-06-16,0.0176374,0.0107448
2015-06-17,-0.00482521,0.01141624
2015-06-18,0.00159297,0.01105825
2015-06-19,0.01431413,0.01062512
2015-06-22,-0.01713146,0.01094171
2015-06-23,-0.01414467,0.01162043
2015-06-24,-0.01863468,0.01188718
2015-06-25,-0.00961598,0.01261242
2015-06-26,0.00586074,0.01242103
2015-06-29,0.00669642,0.01201176
2015-06-30,0.00362151,0.01166055
2015-07-01,-0.01546213,0.01122771
2015-07-02,-0.02657431,0.01167667
2015-07-03,0.00113685,0.01355665
2015-07-06,-0.0057292,0.01299175
2015-07-07,0.00617622,0.01257379
2015-07-08,0.0089408,0.01216719
2015-07-09,0.00204764,0.01191858
2015-07-10,0.00909962,0.01144486
2015-07-13,0.00298055,0.01125837
2015-07-14,0.00614273,0.01083402
2015-07-15,-0.00702254,0.01053331
2015-07-16,-0.00145681,0.01033792
2015-07-17,0.00235819,0.00995137
2015-07-20,0.00826698,0.0095877
2015-07-21,-0.00333747,0.0094922
2015-07-22,0.0051939,0.00919838
2015-07-23,-0.00198269,0.00896291
2015-07-24,-0.00061834,0.0086636
2015-07-27,0.00733459,0.00835977
2015-07-28,-0.01614877,0.0083032
2015-07-29,-0.01163327,0.00928155
2015-07-30,-0.01377622,0.00956441
2015-07-31,-0.02303188,0.01004102
2015-08-03,-0.00754387,0.01171206
2015-08-04,0.00898994,0.0114619
2015-08-05,-0.0028099,0.01126741
2015-08-06,0.00254721,0.010856
2015-08-07,0.01177776,0.01044581
2015-08-10,0.01439754,0.01054281
2015-08-11,-0.00035205,0.01087758
2015-08-12,0.01454598,0.01045074
2015-08-13,0.00139606,0.0108119
2015-08-14,-0.00830071,0.01039018
2015-08-17,-0.00571383,0.01028571
2015-08-18,-0.01446186,0.01003816
2015-08-19,-0.00895141,0.01052928
2015-08-20,-0.00334438,0.01045867
2015-08-21,0.00852221,0.01010747
2015-08-24,0.01758566,0.00998719
2015-08-25,-0.0144798,0.01076544
2015-08-26,0.00478627,0.01116588
2015-08-27,-0.01083089,0.01079329
2015-08-28,0.00554781,0.01084441
2015-08-31,-0.00097882,0.01051842
2015-09-01,-0.0181213,0.01011592
2015-09-02,0.01065611,0.01104831
2015-09-03,-0.00625485,0.01099974
2015-09-04,-0.00532912,0.01073069
2015-09-07,-0.01076394,0.01043601
2015-09-08,-0.00648022,0.01051566
2015-09-09,0.00480361,0.01029145
2015-09-10,-0.00148707,0.00997161
2015-09-11,0.00355702,0.00960567
2015-09-14,0.00376143,0.00928774
2015-09-15,0.01227879,0.00899458
2015-09-16,-0.00278643,0.00929568
2015-09-17,-0.01288721,0.00899695
2015-09-18,0.01048421,0.00944902
2015-09-21,-0.00276017,0.0095333
2015-09-22,0.01067622,0.00921971
2015-09-23,0.00398208,0.0093435
2015-09-24,-0.00078729,0.00905375
2015-09-25,0.00344467,0.00872959
2015-09-28,0.01690756,0.00846102
2015-09-29,0.01993309,0.00940456
2015-09-30,0.00113593,0.01060703
2015-10-01,0.00203305,0.01019444
2015-10-02,0.01096068,0.00981257
2015-10-05,-0.00797345,0.00990166
2015-10-06,0.00366898,0.0098147
2015-10-07,0.00015462,0.00948755
2015-10-08,0.00326702,0.0091333
2015-10-09,-0.00696329,0.00883557
2015-10-12,-0.0135374,0.00876805
2015-10-13,-0.01893546,0.00932736
2015-10-14,-0.01135,0.01051563
2015-10-15,-0.00447948,0.01063821
2015-10-16,-0.00262415,0.01031459
2015-10-19,0.0196798,0.00995225
2015-10-20,0.01258451,0.0110168
2015-10-21,-0.01030577,0.0111276
2015-10-22,0.00426173,0.01110624
2015-10-23,-0.00396429,0.01072101
2015-10-26,-0.00254998,0.01037397
2015-10-27,0.00225446,0.01000649
2015-10-28,0.00636764,0.00963811
2015-10-29,-0.00279843,0.00942772
2015-10-30,0.01010387,0.00912145
2015-11-02,-0.01011241,0.00920576
2015-11-03,0.00045928,0.00935199
2015-11-04,0.02379185,0.00900492
2015-11-05,0.00283418,0.01091169
2015-11-06,0.01545374,0.01050348
2015-11-09,0.00140265,0.01095551
2015-11-10,0.00651339,0.01052623
2015-11-11,-0.00018274,0.01026252
2015-11-12,-0.0012815,0.00986751
2015-11-13,-0.0070084,0.00950425
2015-11-16,0.00443869,0.00938572
2015-11-17,-0.0073564,0.0091087
2015-11-18,0.0064203,0.00904512
2015-11-19,0.01003711,0.00887978
2015-11-20,0.00369234,0.00898242
2015-11-23,-0.002092,0.00870571
2015-11-24,0.00422424,0.00842408
2015-11-25,-0.00213128,0.00820051
2015-11-26,0.00783796,0.00795038
2015-11-27,-0.01418766,0.00796528
2015-11-30,-0.00253075,0.00873267
2015-12-01,-0.01644365,0.00846069
2015-12-02,-0.01373109,0.00945185
2015-12-03,0.01395463,0.00993842
2015-12-04,0.00962001,0.01029956
2015-12-07,-0.00696666,0.01023886
2015-12-08,-0.01471795,0.01006184
2015-12-09,-0.03096145,0.0105789
2015-12-10,-0.00693264,0.01349163
2015-12-11,0.03209205,0.01309364
2015-12-14,0.00710716,0.01542285
2015-12-15,-0.00792909,0.01488474
2015-12-16,0.0071182,0.01444525
2015-12-17,-0.02139739,0.01396411
2015-12-18,-0.00397941,0.01472945
2015-12-21,0.00180846,0.01415856
2015-12-22,-0.00076819,0.01356767
2015-12-23,0.01068424,0.01300475
2015-12-24,0.00481178,0.01280093
2015-12-25,0.00864437,0.01233584
2015-12-28,-0.00790096,0.01205882
2015-12-29,0.01099803,0.01180424
2015-12-30,0.01948604,0.01171687
2015-12-31,-0.01170051,0.01247283
2016-01-01,-0.01064401,0.01244122
2016-01-04,0.01687466,0.01233333
2016-01-05,-0.00203266,0.01271354
2016-01-06,0.0175393,0.01220903
2016-01-07,-0.00520896,0.0126746
2016-01-08,0.01823272,0.01225578
2016-01-11,0.00208192,0.01279165
2016-01-12,0.00356924,0.01227299
2016-01-13,0.01887252,0.01180565
2016-01-14,-0.00411313,0.01247512
2016-01-15,-0.01092289,0.01203127
2016-01-18,-0.00497305,0.01197833
2016-01-19,0.0056435,0.0115921
2016-01-20,-0.01717438,0.01122419
2016-01-21,0.00796559,0.01186814
2016-01-22,-0.00584266,0.01158685
2016-01-25,0.01332448,0.01126009
2016-01-26,-0.02692417,0.01141236
2016-01-27,-0.01014553,0.01340705
2016-01-28,-0.02184401,0.0131897
2016-01-29,-0.01126696,0.01412072
2016-02-01,0.00384815,0.0139226
2016-02-02,-0.00199685,0.01337327
2016-02-03,-0.00285181,0.01283386
2016-02-04,-0.00156405,0.01233816
2016-02-05,0.00280943,0.01184644
2016-02-08,-0.01108457,0.01138737
2016-02-09,0.00846098,0.01140409
2016-02-10,0.00781022,0.01118243
2016-02-11,0.00461235,0.01094009
2016-02-12,0.00628541,0.01057513
2016-02-15,0.00345238,0.01029754
2016-02-16,0.02062224,0.00993686
2016-02-17,-0.00057011,0.01113865
2016-02-18,-0.00288563,0.01069947
2016-02-19,-0.00737775,0.01032178
2016-02-22,-0.01009106,0.01016317
2016-02-23,-0.0123094,0.01021269
2016-02-24,-0.00889354,0.01045631
2016-02-25,-0.00033421,0.01038768
2016-02-26,0.00373853,0.00998677
2016-02-29,0.0008936,0.00965148
2016-03-01,-0.00671112,0.00928908
2016-03-02,0.0086536,0.00916878
2016-03-03,0.00715462,0.00913512
2016-03-04,-0.00103763,0.00900499
2016-03-07,-0.00527162,0.0086866
2016-03-08,0.0050774,0.00852874
2016-03-09,0.00196643,0.00833325
2016-03-10,-0.01126524,0.0080554
2016-03-11,-0.00017457,0.00845196
2016-03-14,0.00253736,0.00815677
2016-03-15,-0.00670761,0.00790002
2016-03-16,0.00189886,0.00789524
2016-03-17,-0.01071816,0.00764228
2016-03-18,0.01113425,0.0080335
2016-03-21,0.01079975,0.00833347
2016-03-22,-0.00176266,0.0085644
2016-03-23,0.00341079,0.00828382
2016-03-24,-0.01898017,0.00804182
2016-03-25,-0.01059429,0.00950778
2016-03-28,-0.00243967,0.00966602
2016-03-29,-0.00960985,0.00933639
2016-03-30,0.0071335,0.00942543
2016-03-31,0.01891899,0.00927203
2016-04-01,-0.01178063,0.01035227
2016-04-04,-0.00841899,0.0105306
2016-04-05,0.00285404,0.01042282
2016-04-06,0.01657867,0.0100419
2016-04-07,-0.01266307,0.01068663
2016-04-08,0.00311755,0.01091225
2016-04-11,0.01954107,0.01050957
2016-04-12,-0.01852839,0.01145954
2016-04-13,-0.01527229,0.01223376
2016-04-14,-0.0049136,0.01254371
2016-04-15,-0.00591056,0.01212198
2016-04-18,0.00995985,0.0117645
2016-04-19,0.00320532,0.01160855
2016-04-20,-0.01942559,0.01116959
2016-04-21,0.00663786,0.01210271
2016-04-22,-0.00638223,0.01174333
2016-04-25,0.01496856,0.01143128
2016-04-26,-0.00695625,0.01172147
2016-04-27,-0.00688241,0.01143926
2016-04-28,0.00644573,0.01117239
2016-04-29,0.00868793,0.01086335
2016-05-02,0.00519249,0.01069516
2016-05-03,-0.01707087,0.0103648
2016-05-04,0.00638354,0.0111211
2016-05-05,-0.01078355,0.01081259
2016-05-06,0.00295462,0.01085798
2016-05-09,-0.01448515,0.01045501
2016-05-10,0.00526256,0.01089472
2016-05-11,-0.0081135,0.01055481
2016-05-12,-0.01297118,0.01042478
2016-05-13,0.00804482,0.01070973
2016-05-16,0.00294073,0.01051432
2016-05-17,-0.00581961,0.01013004
2016-05-18,0.01476424,0.00989832
2016-05-19,-0.00416166,0.01035207
2016-05-20,0.00072217,0.0100342
2016-05-23,0.00299514,0.00965048
2016-05-24,-0.00537284,0.00931605
2016-05-25,0.00469597,0.00911832
2016-05-26,-0.00433053,0.00886777
2016-05-27,-0.00316133,0.0086516
2016-05-30,0.01185174,0.00840406
2016-05-31,-0.00868731,0.00873288
2016-06-01,-0.02084148,0.00880374
2016-06-02,0.01715114,0.01039838
2016-06-03,0.0285978,0.01106088
2016-06-06,-0.00498324,0.01328312
2016-06-07,-0.02443235,0.01282108
2016-06-08,-0.00399549,0.01415689
2016-06-09,-0.00349753,0.0136171
2016-06-10,-0.00208686,0.01309399
2016-06-13,-0.0135958,0.01257046
2016-06-14,0.00775302,0.01268722
2016-06-15,0.00687303,0.01234115
2016-06-16,-0.01749851,0.01197701
2016-06-17,0.0091795,0.01255655
2016-06-20,0.02563577,0.01229403
2016-06-21,0.00277023,0.01378361
2016-06-22,-0.00406033,0.01322265
2016-06-23,-0.00140849,0.01273556
2016-06-24,0.0079192,0.01222124
2016-06-27,-0.02021893,0.01191383
2016-06-28,0.00250956,0.01283262
2016-06-29,-0.00440939,0.01231711
2016-06-30,0.02237341,0.0118915
2016-07-01,-0.00186296,0.01299259
2016-07-04,0.02120013,0.01247094
2016-07-05,-0.01431079,0.01332812
2016-07-06,0.00828906,0.01343369
2016-07-07,0.00457305,0.01306527
2016-07-08,-0.01053175,0.012579
2016-07-11,0.00260892,0.01245193
2016-07-12,0.01489893,0.01195769
2016-07-13,-0.00354488,0.0121834
2016-07-14,-0.01946317,0.01173972
2016-07-15,0.0001789,0.01258891
2016-07-18,-0.01049361,0.01207151
2016-07-19,-0.00370238,0.01198333
2016-07-20,-0.00054276,0.01155519
2016-07-21,-0.01852248,0.01109399
2016-07-22,-0.01886258,0.01192244
2016-07-25,0.00650791,0.01267025
2016-07-26,-0.00601416,0.01227076
2016-07-27,-0.03014216,0.01190846
2016-07-28,0.01164203,0.01432391
2016-07-29,0.00423567,0.01408259
2016-08-01,-0.00926101,0.0135332
2016-08-02,-0.01705141,0.01325259
2016-08-03,0.01178935,0.01362675
2016-08-04,0.00509813,0.01344819
2016-08-05,0.0312676,0.01295542
2016-08-08,0.00677887,0.01518096
2016-08-09,0.0060779,0.01464498
2016-08-10,-0.0019563,0.01411565
2016-08-11,0.01145708,0.01353747
2016-08-12,0.00874085,0.01334354
2016-08-15,0.01667682,0.01300351
2016-08-16,-0.00652728,0.01328788
2016-08-17,-0.0052101,0.01288471
2016-08-18,-0.00556656,0.0124536
2016-08-19,0.00993832,0.01206159
2016-08-22,0.01820273,0.01188137
2016-08-23,-0.00531835,0.01246262
2016-08-24,-0.00472296,0.01206044
2016-08-25,0.00406224,0.01166032
2016-08-26,-0.00236194,0.01123829
2016-08-29,0.01069991,0.01081862
2016-08-30,-0.02390416,0.01079332
2016-08-31,-0.00988464,0.01244052
2016-09-01,-0.00920811,0.01228004
2016-09-02,-0.02764779,0.01208771
2016-09-05,-0.01313893,0.0140498
2016-09-06,-0.0124055,0.01399269
2016-09-07,-0.00239233,0.01388497
2016-09-08,0.01523065,0.01332534
2016-09-09,-0.00289404,0.01344172
2016-09-12,-0.01291254,0.01291459
2016-09-13,-0.00033701,0.01294039
2016-09-14,0.01341679,0.01240671
2016-09-15,-0.0117556,0.01245504
2016-09-16,-0.01091779,0.01242928
2016-09-19,0.00729374,0.01234223
2016-09-20,-0.00225772,0.01199678
2016-09-21,0.00786814,0.01153407
2016-09-22,0.00024619,0.01127047
2016-09-23,0.00799268,0.01082097
2016-09-26,-0.0105868,0.01061446
2016-09-27,0.00027115,0.01066225
2016-09-28,-0.00175845,0.01024468
2016-09-29,-0.01159859,0.00986815
